jill watson doesn’t care if you’re pregnant: grounding ai ethics in empirical studies	jill watson name virtual teaching assistant georgia tech course artificial intelligence jill answers routine frequently asked questions class discussion forum paper outline ethical issues arose development deployment virtual teaching assistant posit experiments jill watson critical deeply understanding ai ethics	negative
 purple feed: identifying high consensus news posts on social media	although diverse news stories actively posted social media readers often focus news reinforces pre-existing views leading 'filter bubble effects combat recent systems expose nudge readers toward stories different points view one example wall street journal 's 'blue feed red feed system presents posts biased publishers side topic however systems limited success present complementary approach identifies high consensus 'purple posts generate similar reactions 'blue 'red readers define operationalize consensus news posts twitter context us politics show high consensus posts identified discuss empirical properties present method automatically identifying high low consensus news posts twitter work scale across many publishers propose novel category audience leaning based features show well suited task finally present 'purple feed system highlights high consensus posts publishers sides political spectrum	negative
regulating autonomous vehicles: a policy proposal	widespread deployment testing autonomous vehicles real-world environments raises key questions systems regulated much current debate presupposes regulatory system currently use regular vehicles also appropriate semi- fully-autonomous ones opposition first argue serious challenges regulating autonomous vehicles using current approaches due nature autonomous capabilities connections operational domains also systems tasks surrounding uncertainties instead argue vehicles autonomous capabilities similar key respects drugs medical inter-ventions thus propose `` first principles '' basis dynamic regulatory system staged approvals monitoring analogous system used u.s. food drug administration provide details operation potential system conclude characterizing benefits costs plausibility	negative
a computational model of commonsense moral decision making	introduce computational model building moral autonomous vehicles learning generalizing human moral judgments draw cognitively inspired model people young children learn moral theories sparse noisy data integrate observations made different people different groups problem moral learning autonomous vehicles cast learning weigh different features dilemma using utility calculus goal making trade-offs reflect people make wide variety moral dilemma modeling structures individuals groups hierarchical bayesian model show individual 's moral values -- well group 's shared values -- inferred sparse noisy data evaluate approach data moral machine web application collects human judgments moral dilemmas involving autonomous vehicles show model rapidly accurately infers people 's preferences predict difficulty moral dilemmas limited data	negative
socially-aware navigation using topological maps and social norm learning	present socially-aware navigation intelligent robot wheelchair environment many pedestrians robot learns social norms observing behaviors human pedestrians interpreting detected biases social norms incorporating norms motion planning compare socially-aware motion planner baseline motion planner produces safe collision-free motion ability robot learn generalizable social norms depends use topological map abstraction practical number observations allow learning social norm applicable wide variety circumstances show robot detect biases observed human behavior support learning social norm driving right furthermore show robot follows social norms behavior influences behavior pedestrians around increasing adherence norms conjecture legibility robot 's normative behavior improves human pedestrians ability predict robot 's future behavior making likely follow norm	positive
transparency and explanation in deep reinforcement learning neural networks	autonomous ai systems entering human society near future provide services work alongside humans systems accepted trusted users able understand reasoning process system i.e system transparent system transparency enables humans form coherent explanations system 's decisions actions transparency important user trust also software debugging certification recent years deep neural networks made great advances multiple application areas however deep neural networks opaque paper report work transparency deep reinforcement learning networks drln networks extremely successful accurately learning action control image input domains atari games paper propose novel general method incorporates explicit object recognition processing deep reinforcement learning models b forms basis development `` object saliency maps '' provide visualization internal states drlns thus enabling formation explanations c incorporated existing deep reinforcement learning framework present computational results human experiments evaluate approach	negative
ethical challenges in data-driven dialogue systems	use dialogue systems medium human-machine interaction increasingly prevalent paradigm growing number dialogue systems use conversation strategies learned large datasets well documented instances interactions system resulted biased even offensive conversations due data-driven training process highlight potential ethical issues arise dialogue systems research including implicit biases data-driven systems rise adversarial examples potential sources privacy violations safety concerns special considerations reinforcement learning systems reproducibility concerns also suggest areas stemming issues deserve investigation initial survey hope spur research leading robust safe ethically sound dialogue systems	negative
an ai race: rhetoric and risks	rhetoric race strategic advantage increasingly used regard development artificial intelligence ai sometimes military context also broadly rhetoric also reflects real shifts strategy industry research groups compete limited pool talented researchers nation states china announce ambitious goals global leadership ai paper assesses potential risks ai race narrative actual competitive race develop ai incentivising corner-cutting safe-ty governance increasing risk conflict explores role research community respond-ing risks briefly explores alternative ways rush develop powerful ai could framed instead foster collaboration respon-sible progress	negative
preferences and ethical principles in decision making	want people trust ai systems need provide systems create ability discriminate humans would consider good bad decisions quality decision based preferences optimization criteria decision makers also properties related impact decision whether ethical complies constraints priorities given feasibility constraints safety regulations cp-net formalism 2 convenient expressive way model preferences providing effective compact way qualitatively model preferences outcomes i.e. decisions combinatorial structure 3 7 wish incorporate ethical moral norms based constraints decision context means subjective preferences decision makers source information consider 1 8 indeed depending context may consider specific ethical principles derived appropriate ethical theory various laws norms preferences important preferences ethical principles conflict principles override subjective preferences decision maker therefore essential well founded techniques evaluate whether preferences compatible set ethical principles measure much preferences deviate ethical principles	negative
utilizing housing resources for homeless youth through the lens of multiple multi-dimensional knapsacks	1 million homeless youth u.s. year reduce homelessness u.s. housing urban development hud housing communities provide housing programs/services homeless youth goal improving long-term situation housing communities facing difficult task filling housing programs many youths possible subject resource constraints meeting needs youth currently assignment manually done humans working housing communities paper consider problem assigning homeless youth housing programs subject resource constraints provide initial abstract model setting show problem maximizing total assigned youth programs model apx-hard solve problem non-trivially formulate multiple multi-dimensional knapsack problem mmdkp known approximation algorithm provide first interpretable easy-to-use greedy algorithm logarithmic approximation ratio solving general mmdkp conduct experiments random realistic instances housing assignment settings show algorithm efficient effective solving large instances 1 million youth	negative
real-time inference of user types to assist with more inclusive and diverse social media activism campaigns	social media provides mechanism people engage social causes across range issues also provides strategic tool looking advance cause exchange promote publicize ideas instances ai either asset used appropriately barrier one key issues workforce diversity campaign understand real-time participating specifically whether participants individuals organizations case individuals whether male female paper present study demonstrate case ai social good develops model infer real-time different user types participating cause-driven hashtag campaign twitter ilooklikeanengineer illae generic framework devised classify twitter user three classes organization male female real-time manner framework tested two datasets illae general dataset outperforms baseline binary classifiers categorizing organization/individual male/female proposed model applied future social cause-driven campaigns get real-time insights macro-level social behavior participants	negative
 understanding convolutional networks with apple : automatic patch pattern labeling for explanation	1961 group established within ibm test systems programs released customer usage goal group assure ibm management program released would satisfactorily usable customer one step taken group develop monitor device would permit programmers record information handled cpu execution intent use recorded information analyze basic nature programs goal developing adequate tests system program another potential use device measurement hardware performance disk-arm motion microsecond levels	positive
companion robots: the hallucinatory danger of human-robot interactions	advent so-called companion robots raising many ethical concerns among scholars public opinion focusing mainly robots caring elderly paper analyze concerns distinguish directly ascribable robotic instead pre-existent one `` deception objection '' namely ethical unacceptability deceiving user simulated nature robot 's behaviors argue inconsistency charge today formulated underline risk human-robot interaction become hallucinatory relation human would subjectify robot dynamic meaning-overload finally analyze definition `` quasi-other '' relating notion `` uncanny '' goal paper argue main concern companion robots simulation human-like interaction absence autonomous robotic horizon meaning addition absence could lead human build hallucinatory reality based relation robot	negative
 from algorithmic black boxes to adaptive white boxes: declarative decision-theoretic ethical programs as codes of ethics	many programs algorithms largely parameterized especially based heuristics quality results depends parameter setting different inputs often different optimal settings program tuning hence great importance existing tuning techniques treat program black-box hence leverage internal program states achieve better tuning propose white-box tuning technique implemented library user compose complex program tuning tasks adding small number library calls original program providing callback functions experiments 13 widely-used real-world programs show technique substantially improves data processing results outperforms opentuner state-of-the-art black-box tuning technique	negative
privacy-preserving machine learning based data analytics on edge devices	emerging machine learning ml techniques deep neural network widely used today 's applications services however social awareness privacy personal data rapidly rising becomes pressing challenging societal issue keep personal data private benefit data analytics power ml techniques time paper argue avoid costs reduce latency data processing minimise raw data revealed service providers many future ai ml services could deployed users devices internet edge rather putting everything cloud moving ml-based data analytics cloud edge devices brings series challenges make three contributions paper first besides widely discussed resource limitation edge devices identify two challenges yet recognised existing literature lack suitable models users difficulties deploying services users second present preliminary work first systematic solution i.e zoo fully support construction composing deployment ml models edge local devices third deployment example ml service proved easy compose deploy zoo evaluation shows superior performance compared state-of-art deep learning platforms google ml services	negative
 inverse norm conflict resolution	previous work provided `` norm conflict resolution '' algorithm allowing agents stochastic domains represented markov decision processes `` maximally satisfy '' set moral social norms norms represented statements linear temporal logic ltl required agent designer provide weights specifying relative importance norm paper propose `` inverse norm conflict resolution '' algorithm learning weights demonstration approach minimizes cost function based relative entropy policy encoding observed behavior policy representing optimal norm-following behavior demonstrate effectiveness algorithm simple gridworld domain	positive
fairness in relational domains	ai machine learning tools used increasing frequency decision making domains affect peoples lives employment education policing loan approval uses raise concerns biases algorithmic discrimination motivated development fairness-aware machine learning however existing fairness approaches based solely attributes individuals many cases discrimination much complex taking account social organizational connections individuals important introduce new notions fairness able capture relational structure domain use first-order logic provide flexible expressive language specifying complex relational patterns discrimination furthermore extend existing statistical relational learning framework probabilistic soft logic psl incorporate definition relational fairness refer fairness-aware framework fairpsl fairpsl makes use logical definitions fairnesss also supports probabilistic interpretation particular show perform maximum posteriori map inference exploiting probabilistic dependencies within domain avoiding violation fairness guarantees preliminary empirical evaluation shows able make accurate fair decisions	negative
sociotechnical systems and ethics in the large	advances ai techniques computing platforms triggered lively expanding discourse ethical decision making autonomous agents much recent work ai concentrates challenges moral decision making decision-theoretic perspective especially representation various ethical dilemmas approaches may useful general productive moral decision making context-driven forms decision making contrast consider ethics standpoint individual agent wider sociotechnical systems sts agent operates contribution paper conception ethical sts founded governance takes account stakeholder values normative constraints agents outcomes states sts obtain due actions taken agents important element conception accountability necessary adequate consideration outcomes prima facie appear ethical unethical focusing sts provides basis tackling difficult problems ethics norms sts give operational basis agent decision making	negative
margins and opportunity	use statistical quantity margin -- distance decision boundary classified point gap two scores -- formalize principle equal opportunity -- chance improve one 's outcome regardless group status leads better definition opportunity recognizes example strongly rejected individual offered less recourse weakly rejected one despite shared outcome also leads simpler algorithms since real-valued margins easier analyze optimize discrete outcomes formalize two ways protected group may guaranteed equal opportunity 1 social mobility acceptance within reach group conversely general population n't cushioned rejection 2 contrast within group good candidates get substantially higher scores bad candidates preventing so-called 'token effect simple linear classifier seems offer roughly equal opportunity experimentally mathematically	negative
 opportunities and challenges for artificial intelligence in india	future india lies future sixth world 's population artificial intelligence ai revolution sweeps societies enters daily life role shaping india 's development growth bound substantial india ai holds promise catalyst accelerate progress providing mechanisms leapfrog traditional hurdles poor infrastructure bureaucracy time investment ai accompanied risk factors long-term implications society imperative risks vetted early stage paper describe opportunities challenges ai india detail opportunities cross-cutting bridging india 's linguistic divisions mining public data also specific one particular sector healthcare list challenges originate existing social conditions equations caste gender thereafter distill concrete steps safeguards believe necessary robust inclusive development india enters ai era	negative
mitigating unwanted biases with adversarial learning	machine learning tool building models accurately represent input training data undesired biases concerning demographic groups training data well-trained models reflect biases present framework mitigating biases including variable group interest simultaneously learning predictor adversary input network x text census data produces prediction analogy completion income bracket adversary tries model protected variable z gender zip code objective maximize predictor 's ability predict minimizing adversary 's ability predict z. applied analogy completion method results accurate predictions exhibit less evidence stereotyping z. applied classification task using uci adult census dataset results predictive model lose much accuracy achieving close equality odds hardt et al. 2016 method flexible applicable multiple definitions fairness well wide range gradient-based learning models including regression classification tasks	negative
fairness in deceased organ matching	algorithms given responsibility make decisions impact lives increasing awareness need ensure fairness decisions one first challenges decide fairness means particular context consider fairness deciding match organs donated deceased donors patients due increasing age patients waiting list organs donated current `` first come first served '' mechanism used australia review take account age patients organs consider revise mechanism take account age fairly identify number different types fairness patients regions blood types consider achieved	negative
what’s up with privacy? : user preferences and privacy concerns in intelligent personal assistants	recent breakthroughs artificial intelligence ai allowed individuals rely automated systems variety reasons systems currently popular voice-enabled systems like echo amazon home google also called intelligent personal assistants ipas though rising concerns privacy ethical implications users ipas seem continue using systems aim investigate extent users concerned privacy handling concerns using ipas utilizing reviews posted online along responses survey paper provides set insights detected markers related user interests privacy challenges insights suggest users systems irrespective concerns privacy generally positive terms utilizing ipas everyday lives however significant percentage users concerned privacy take actions address related concerns percentage users expressed privacy concerns learned `` always listening '' feature devices concern privacy increased	negative
data driven platform for organizing scientific articles relevant to biomimicry	life earth presents elegant solutions many challenges innovators entrepreneurs across disciplines face every day facilitate innovations inspired nature emerging need systems bring relevant biological information application-oriented market paper discuss approach assembling system uses machine learning techniques assess scientific article 's potential usefulness innovators classifies articles way helps innovators find information relevant challenges attempting solve	negative
towards provably moral ai agents in bottom-up learning frameworks	examine moral machine decision making inspired central question posed rossi respect moral preferences ai systems based statistical machine learning provide natural way explain justify decisions used embedding morality machine way allows us prove nothing morally wrong happen argue evaluation held standards human agent removing demand ethical behaviour always achieved introduce four key meta-qualities desired moral standards proceed clarify prove agent correctly learn perform moral actions given set samples within certain error bounds group-dynamic approach enables us demonstrate learned models converge common function achieve stability explain valuable intrinsic consistency check made possible derivation logical statements machine learning model work proposes approach building ethical ai systems coming perspective artificial intelligence research sheds important light understanding much learning required order intelligent agent behave morally negligible error	negative
meritocratic fairness for infinite and contextual bandits	study fairness linear bandit problems starting notion meritocratic fairness introduced in~\citejkmr16 carry refined analysis general problem achieving better performance guarantees fewer modelling assumptions number structure available choices well number selected also analyze previously-unstudied question fairness infinite linear bandit problems obtaining instance-dependent regret upper bounds well lower bounds demonstrating instance-dependence necessary result framework meritocratic fairness online linear setting substantially powerful general realistic current state art	negative
socialbots supporting human rights	socialbots non-human/algorithmic social media users recently documented competing information dissemination disruption online social networks investigate influence socialbots mexican twitter regards `` tanhuato '' human rights abuse report analyze applicability botornot api generalize english spanish tweets propose adaptations spanish-speaking bot detection use text sentiment analysis compare differences bot human tweets analysis shows bots actually aided information proliferation among human users suggests taxonomies classifying bots include non-adversarial roles well study contributes understanding different behaviors intentions automated accounts observed empirical online social network data since type analysis seldom performed languages different english proposed techniques employ also useful non-english corpora	negative
ethics by design: necessity or curse?	ethics design concerns methods algorithms tools needed endow autonomous agents capability reason ethical aspects decisions methods tools formalisms guarantee agent 's behavior remains within given moral bounds context questions arise extent agents understand social reality operate intelligences ai animals humans co-exist ethical concerns emerging new forms society ensure human dimension upheld interactions decisions autonomous agents overall central question `` build ethically-aware agents '' paper presents initial conclusions thematic day name held prima2017 october 2017	negative
 always lurking: understanding and mitigating bias in online human trafficking detection	web-based human trafficking activity increased recent years remains sparsely dispersed among escort advertisements difficult identify due often-latent nature use intelligent systems detect trafficking thus direct impact investigative resource allocation decision-making broadly help curb widespread social problem trafficking detection involves assigning normalized score set escort advertisements crawled web -- higher score indicates greater risk trafficking-related involuntary activities paper define study problem trafficking detection present trafficking detection pipeline architecture developed three years research within darpa memex program drawing multi-institutional data systems experiences collected time also conduct post hoc bias analyses present bias mitigation plan findings show automatic trafficking detection important application ai social good also provides cautionary lessons deploying predictive machine learning algorithms without appropriate de-biasing ultimately led integration interpretable solution search system contains 100 million advertisements used 200 law enforcement agencies investigate leads	negative
modeling epistemological principles for bias mitigation in ai systems: an illustration in hiring decisions	artificial intelligence ai used extensively automatic decision making broad variety scenarios ranging credit ratings loans recommendations movies traditional design guidelines ai models focus essentially accuracy maximization recent work shown economically irrational socially unacceptable scenarios discrimination unfairness likely arise unless issues explicitly addressed undesirable behavior several possible sources biased datasets used training may detected black-box models pointing connections bias ai problem induction focus popper 's contributions hume 's offer logical theory preferences ai model preferred others purely rational grounds one attempts refutation based accuracy fairness inspired epistemological principles paper proposes structured approach mitigate discrimination unfairness caused bias ai systems proposed computational framework models selected enhanced attempts refutation illustrate discussion focus hiring decision scenarios ai system filters job applicants go interview phase	negative
impacts on trust of healthcare ai	artificial intelligence robotics rapidly moving healthcare playing key roles specific medical functions including diagnosis clinical treatment much focus technology development human-machine interactions leading host related technology-centric questions paper focus instead impact technologies human-human interactions relationships within healthcare domain particular argue trust plays central role relationships healthcare domain introduction healthcare ai potentially significant impacts relations trust contend healthcare ai systems ought treated assistive technologies go beyond usual functions medical devices result need rethink regulation healthcare ai systems ensure advance relevant values propose three distinct guidelines universalized across federal regulatory boards ensure patient-doctor trust detrimentally affected deployment widespread adoption healthcare ai technologies	negative
sub-committee approval voting and generalized justified representation axioms	social choice replete various settings including single-winner voting multi-winner voting probabilistic voting multiple referenda public decision making study general model social choice called sub-committee voting scv simultaneously generalizes settings focus sub-committee voting approvals propose extensions justified representation axioms considered proportional representation approval-based committee voting study properties relations axioms axioms analyze whether representative committee exists also examine complexity computing verifying committee	negative
 rationalization: a neural machine translation approach to generating natural language explanations	introduce \em ai rationalization approach generating explanations autonomous system behavior human performed behavior describe rationalization technique uses neural machine translation translate internal state-action representations autonomous agent natural language evaluate technique frogger game environment training autonomous game playing agent rationalize action choices using natural language natural language training corpus collected human players thinking loud play game motivate use rationalization approach explanation generation show results two experiments evaluating effectiveness rationalization results evaluations show neural machine translation able accurately generate rationalizations describe agent behavior rationalizations satisfying humans alternative methods explanation	negative
 norms, rewards, and the intentional stance: comparing machine learning approaches to ethical training	challenge training ai systems perform responsibly beneficially inspired different approaches teaching system people want acceptable attain world paper compare work reinforcement learning particular inverse reinforcement learning norm inference approach test two systems present results using idea `` intentional stance '' explain norm inference approach work even another agent acting strictly according reward functions way norm inference presents promising explicitly accountable approach design ai systems start	positive
cake, death, and trolleys: dilemmas as benchmarks of ethical decision-making	artificial intelligence ai systems becoming part lives societies decisions systems make us need ensure decisions make positive individual societal ethical impact estimate good system making ethical decisions benchmarking used evaluate good machine process performs respect industry bests paper argue ethical dilemmas used benchmarks estimating ethical performance autonomous system advocate open source repository dilemmas maintained present prototype repository available https //imdb uib.no/dilemmaz/articles/all1	negative
adapting a kidney exchange algorithm to align with human values	efficient allocation limited resources classical problem economics computer science kidney exchanges central market maker allocates living kidney donors patients need organ patients donors kidney exchanges prioritized using ad-hoc weights decided committee fed allocation algorithm determines get -- -and paper provide end-to-end methodology estimating weights individual participant profiles kidney exchange first elicit human subjects list patient attributes consider acceptable purpose prioritizing patients e.g. medical characteristics lifestyle choices ask subjects comparison queries patient profiles estimate weights principled way responses show use weights kidney exchange market clearing algorithms evaluate impact weights simulations find precise numerical values weights computed matter little ordering profiles imply however compared prioritizing patients significant effect certain classes patients de prioritized based human-elicited value judgments	negative
