 norms, rewards, and the intentional stance: comparing machine learning approaches to ethical training	challenge training ai systems perform responsibly beneficially inspired different approaches teaching system people want acceptable attain world paper compare work reinforcement learning particular inverse reinforcement learning norm inference approach test two systems present results using idea `` intentional stance '' explain norm inference approach work even another agent acting strictly according reward functions way norm inference presents promising explicitly accountable approach design ai systems start	positive	0
imli: an incremental framework for maxsat-based learning of interpretable classification rules	wide adoption machine learning critical domains medical diagnosis law education propelled need interpretable techniques due need end users understand reasoning behind decisions due learning systems computational intractability interpretable learning led practitioners design heuristic techniques fail provide sound handles tradeoff accuracy interpretability motivated success maxsat solvers past decade recently maxsat-based approach called mlic proposed seeks reduce problem learning interpretable rules expressed conjunctive normal form cnf maxsat query mlic shown achieve accuracy similar state art black-box classifiers generating small interpretable cnf formulas runtime performance mlic significantly lagging renders approach unusable practice context authors raised question possible achieve best worlds i.e. sound framework interpretable learning take advantage maxsat solvers scaling real-world instances paper take step towards answering question affirmation propose imli incremental approach maxsat based framework achieves scalable runtime performance via partition-based training methodology extensive experiments benchmarks arising uci repository demonstrate imli achieves three orders magnitude runtime improvement without loss accuracy interpretability	positive	0
mpd-al: an efficient membrane potential driven aggregate-label learning algorithm for spiking neurons	one long-standing questions biology machine learning neural networks may learn important features input activities delayed feedback commonly known temporal credit-assignment problem aggregate-label learning proposed resolve problem matching spike count neuron magnitude feedback signal however existing threshold-driven aggregate-label learning algorithms computationally intensive resulting relatively low learning efficiency hence limiting usability practical applications order address limitations propose novel membrane-potential driven aggregate-label learning algorithm namely mpd-al algorithm easiest modifiable time instant identified membrane potential traces neuron guild synaptic adaptation based presynaptic neurons ’ contribution time instant experimental results demonstrate proposed algorithm enables neurons generate desired number spikes detect useful clues embedded within unrelated spiking activities background noise better learning efficiency state-of-the-art tdp1 multi-spike tempotron algorithms furthermore propose data-driven dynamic decoding scheme practical classification tasks aggregate labels hard define scheme effectively improves classification accuracy aggregate-label learning algorithms demonstrated speech recognition task	negative	6.876931377919391
margins and opportunity	use statistical quantity margin -- distance decision boundary classified point gap two scores -- formalize principle equal opportunity -- chance improve one 's outcome regardless group status leads better definition opportunity recognizes example strongly rejected individual offered less recourse weakly rejected one despite shared outcome also leads simpler algorithms since real-valued margins easier analyze optimize discrete outcomes formalize two ways protected group may guaranteed equal opportunity 1 social mobility acceptance within reach group conversely general population n't cushioned rejection 2 contrast within group good candidates get substantially higher scores bad candidates preventing so-called 'token effect simple linear classifier seems offer roughly equal opportunity experimentally mathematically	positive	0
cgmh: constrained sentence generation by metropolis-hastings sampling	real-world applications natural language generation often constraints target sentences addition fluency naturalness requirements existing language generation techniques usually based recurrent neural networks rnns however non-trivial impose constraints rnns maintaining generation quality since rnns generate sentences sequentially beam search first word last paper propose cgmh novel approach using metropolis-hastings sampling constrained sentence generation cgmh allows complicated constraints occurrence multiple keywords target sentences handled traditional rnn-based approaches moreover cgmh works inference stage require parallel corpora training evaluate method variety tasks including keywords-to-sentence generation unsupervised sentence paraphrasing unsupervised sentence error correction cgmh achieves high performance compared previous supervised methods sentence generation code released https //github.com/ningmiao/cgmh	negative	7.247523483121768
show, attend and read: a simple and strong baseline for irregular text recognition	recognizing irregular text natural scene images challenging due large variance text appearance curvature orientation distortion existing approaches rely heavily sophisticated model designs and/or extra fine-grained annotations extent increase difficulty algorithm implementation data collection work propose easy-to-implement strong baseline irregular scene text recognition using offthe-shelf neural network components word-level annotations composed 31-layer resnet lstmbased encoder-decoder framework 2-dimensional attention module despite simplicity proposed method robust achieves state-of-the-art performance irregular text recognition benchmarks comparable results regular text datasets code released	negative	7.1264336164458655
connecting language to images: a progressive attention-guided network for simultaneous image captioning and language grounding	image captioning visual language grounding two important tasks image understanding seldom considered together paper propose progressive attention-guided network pagnet simultaneously generates image captions predicts bounding boxes caption words pagnet mainly two distinctive properties progressively refine predictive results image captioning updating attention map predicted bounding boxes ii learns bounding boxes words using weakly supervised strategy combines frameworks multiple instance learning mil markov decision process mdp using attention map generated captioning process pagnet significantly reduces search space mdp conduct experiments benchmark datasets demonstrate effectiveness pagnet results show pagnet achieves best performance	negative	6.8665067091351375
optimization of hierarchical regression model with application to optimizing multi-response regression k-ary trees	fast convenient well-known way toward regression induce prune binary tree however little attempt toward improving performance induced regression tree paper presents meta-algorithm capable minimizing regression loss function thus improving accuracy given hierarchical model k-ary regression trees proposed method minimizes loss function node one one split nodes leads solving instance-based cost-sensitive classification problem node ’ data points leaf nodes method leads simple regression problem case binary univariate multivariate regression trees computational complexity training linear samples hence method scalable large trees datasets also briefly explore possibilities applying proposed method classification tasks show algorithm significantly better test error compared state-ofthe- art tree algorithms end accuracy memory usage query time method compared recently introduced forest models depict time proposed method able achieve better similar accuracy tangibly faster query time smaller number nonzero weights	negative	8.173982021049596
triple classification using regions and fine-grained entity typing	triple knowledge-graph takes form consists head relation tail triple classification used determine truth value unknown triple hard task 1-to-n relations using vector-based embedding approach propose new region-based embedding approach using fine-grained type chains novel geometric process presented extend vectors pre-trained entities n-balls n-dimensional balls condition head balls shall contain tail balls algorithm achieves zero energy cost therefore serves case study perfectly imposing tree structures vector space unknown triple h r x predicted true x ’ n-ball located r-subspace h ’ n-ball following construction known tails h. experiments based large datasets derived benchmark datasets wn11 fb13 wn18 results show performance new method related length type chain quality pre-trained entityembeddings performances long chains welltrained entity-embeddings outperform methods literature source codes datasets located https //github.com/gnodisnait/mushroom	negative	5.126671731821261
rs3cis: robust single-step spectral clustering with intrinsic subspace	spectral clustering widely adopted mine structures data clusters clustering performance spectral clustering depends largely quality constructed affinity graph especially data noise subspace learning transform original input features low-dimensional subspace help produce robust method therefore learn intrinsic subspace construct pure affinity graph dataset noise challenge spectral clustering order deal challenge new robust single-step spectral clustering intrinsic subspace rs3cis method proposed paper rs3cis uses local representation method projects original data low-dimensional subspace row-sparse transformation matrix uses 2,1-norm transformation matrix penalty term achieve noise suppression addition rs3cis introduces laplacian matrix rank constraint output affinity graph explicit clustering structure makes final clustering result obtained single-step constructing affinity matrix one synthetic dataset six real benchmark datasets used verify performance proposed method performing clustering projection experiments experimental results show rs3cis outperforms related methods respect clustering quality robustness dimension reduction	negative	7.153405861696228
avs-net: automatic visual surveillance using relation network	visual surveillance closed circuit television cctv help prevent crime paper propose automatic visual surveillance network avs-net simultaneously performs image processing object detection determine dangers situations captured cctv addition add relation module infer relationships objects images experimental results show relation module greatly improves classification accuracy even enough information	negative	7.528892308240756
regulating lethal and harmful autonomy: drafting a protocol vi of the convention on certain conventional weapons 	short paper provides two partial drafts protocol vi might added existing five protocols convention certain conventional weapons ccw regulate `` lethal autonomous weapons systems '' laws draft sets line tolerance `` human loop '' critical functions select engage draft b sets line tolerance human `` wider loop '' includes critical function defining target classes well select engage draft represents interpretation ngos campaign stop killer robots seeking get enacted draft b cautious draft based dutch concept `` meaningful human control wider loop '' seek ban system currently exists draft may likely achieve consensus required un ccw process list weapons banned drafts provided along rationale draft drafts intended stimulate debate precise form binding instrument laws would take laws banned	positive	0
preferences and ethical principles in decision making	want people trust ai systems need provide systems create ability discriminate humans would consider good bad decisions quality decision based preferences optimization criteria decision makers also properties related impact decision whether ethical complies constraints priorities given feasibility constraints safety regulations cp-net formalism 2 convenient expressive way model preferences providing effective compact way qualitatively model preferences outcomes i.e. decisions combinatorial structure 3 7 wish incorporate ethical moral norms based constraints decision context means subjective preferences decision makers source information consider 1 8 indeed depending context may consider specific ethical principles derived appropriate ethical theory various laws norms preferences important preferences ethical principles conflict principles override subjective preferences decision maker therefore essential well founded techniques evaluate whether preferences compatible set ethical principles measure much preferences deviate ethical principles	positive	0
multi-task learning with multi-view attention for answer selection and knowledge base question answering	answer selection knowledge base question answering kbqa two important tasks question answering qa systems existing methods solve two tasks separately requires large number repetitive work neglects rich correlation information tasks paper tackle answer selection kbqa tasks simultaneously via multi-task learning mtl motivated following motivations first answer selection kbqa regarded ranking problem one text-level knowledge-level second two tasks benefit answer selection incorporate external knowledge knowledge base kb kbqa improved learning contextual information answer selection fulfill goal jointly learning two tasks propose novel multi-task learning scheme utilizes multi-view attention learned various perspectives enable tasks interact well learn comprehensive sentence representations experiments conducted several real-world datasets demonstrate effectiveness proposed method performance answer selection kbqa improved also multi-view attention scheme proved effective assembling attentive information different representational perspectives	negative	6.826094776246464
cake, death, and trolleys: dilemmas as benchmarks of ethical decision-making	artificial intelligence ai systems becoming part lives societies decisions systems make us need ensure decisions make positive individual societal ethical impact estimate good system making ethical decisions benchmarking used evaluate good machine process performs respect industry bests paper argue ethical dilemmas used benchmarks estimating ethical performance autonomous system advocate open source repository dilemmas maintained present prototype repository available https //imdb uib.no/dilemmaz/articles/all1	positive	0
 rationalization: a neural machine translation approach to generating natural language explanations	introduce \em ai rationalization approach generating explanations autonomous system behavior human performed behavior describe rationalization technique uses neural machine translation translate internal state-action representations autonomous agent natural language evaluate technique frogger game environment training autonomous game playing agent rationalize action choices using natural language natural language training corpus collected human players thinking loud play game motivate use rationalization approach explanation generation show results two experiments evaluating effectiveness rationalization results evaluations show neural machine translation able accurately generate rationalizations describe agent behavior rationalizations satisfying humans alternative methods explanation	positive	0
data driven platform for organizing scientific articles relevant to biomimicry	life earth presents elegant solutions many challenges innovators entrepreneurs across disciplines face every day facilitate innovations inspired nature emerging need systems bring relevant biological information application-oriented market paper discuss approach assembling system uses machine learning techniques assess scientific article 's potential usefulness innovators classifies articles way helps innovators find information relevant challenges attempting solve	positive	0
 inverse norm conflict resolution	previous work provided `` norm conflict resolution '' algorithm allowing agents stochastic domains represented markov decision processes `` maximally satisfy '' set moral social norms norms represented statements linear temporal logic ltl required agent designer provide weights specifying relative importance norm paper propose `` inverse norm conflict resolution '' algorithm learning weights demonstration approach minimizes cost function based relative entropy policy encoding observed behavior policy representing optimal norm-following behavior demonstrate effectiveness algorithm simple gridworld domain	positive	0
the kelly growth optimal portfolio with ensemble learning	competitive alternative markowitz mean-variance portfolio kelly growth optimal portfolio drawn sufficient attention investment science growth optimal portfolio theoretically guaranteed dominate portfolio probability 1 long run practically tends highly risky short term moreover empirical analysis performance enhancement studies practical settings surprisingly short particular handle challenging realistic condition insufficient training data barely investigated order fill voids especially grappling difficulty small samples paper propose growth optimal portfolio strategy equipped ensemble learning synergically leverage bootstrap aggregating algorithm random subspace method portfolio construction mitigate estimation error analyze behavior hyperparameter selection proposed strategy simulation corroborate effectiveness comparing out-of-sample performance 10 competing strategies four datasets experimental results lucidly confirm new strategy superiority extensive evaluation criteria	negative	8.05693791678641
data-distortion guided self-distillation for deep neural networks	knowledge distillation effective technique widely used transferring knowledge network another network despite effective improvement network performance dependence accompanying assistive models complicates training process single network need large memory time cost paper design elegant self-distillation mechanism transfer knowledge different distorted versions training data without reliance accompanying models specifically potential capacity single network excavated learning consistent global feature distributions posterior distributions class probabilities across distorted versions data extensive experiments multiple datasets i.e. cifar-10/100 imagenet demonstrate proposed method effectively improve generalization performance various network architectures alexnet resnet wide resnet densenet outperform existing distillation methods little extra training efforts	negative	6.692053731763735
ea reader: enhance attentive reader for cloze-style question answering via multi-space context fusion	query-document semantic interactions essential success many cloze-style question answering models recently researchers proposed several attention-based methods predict answer focusing appropriate subparts context document paper design novel module produce query-aware context vector named multi-space based context fusion mscf following considerations 1 interactions applied across multiple latent semantic spaces 2 attention measured bit level token level moreover extend mscf multi-hop architecture unified model called enhanced attentive reader ea reader iterative inference process reader equipped novel memory update rule maintains understanding documents read update write operations conduct extensive experiments four real-world datasets results demonstrate ea reader outperforms state-of-the-art models	negative	8.16055351329851
explanatory interactive machine learning	although interactive learning puts user loop learner remains mostly black box user understanding reasons behind predictions queries important assessing learner works turn trust consequently propose novel framework explanatory interactive learning step learner explains query user user interacts answering query correcting explanation demonstrate boost predictive explanatory powers trust learned model using text e.g svms image classification e.g neural networks experiments well user study	positive	0
stnet: local and global spatial-temporal modeling for action recognition	despite success deep learning static image understanding remains unclear effective network architectures spatial-temporal modeling videos paper contrast existing cnn+rnn pure 3d convolution based approaches explore novel spatialtemporal network stnet architecture local global modeling videos particularly stnet stacks n successive video frames super-image 3n channels applies 2d convolution super-images capture local spatial-temporal relationship model global spatialtemporal structure apply temporal convolution local spatial-temporal feature maps specifically novel temporal xception block proposed stnet employs separate channel-wise temporal-wise convolution feature sequence video extensive experiments kinetics dataset demonstrate framework outperforms several state-of-the-art approaches action recognition strike satisfying trade-off recognition accuracy model complexity demonstrate generalization performance leaned video representations ucf101 dataset	negative	6.741893754107878
cleaning noisy and heterogeneous metadata for record linking across scholarly big datasets	automatically extracted metadata scholarly documents pdf formats usually noisy heterogeneous often containing incomplete fields erroneous values one common way cleaning metadata use bibliographic reference dataset challenge match records corpora high precision existing solution based information retrieval string similarity titles works well titles cleaned introduce system designed match scholarly document entities noisy metadata reference dataset blocking function uses classic bm25 algorithm find matching candidates reference data indexed elasticsearch core components use supervised methods combine features extracted available metadata fields system also leverages available citation information match entities combination metadata citation achieves high accuracy significantly outperforms baseline method test dataset apply system match database citeseerx web science pubmed dblp method deployed citeseerx system clean metadata link records scholarly big datasets	negative	7.493733545299619
incomplete contracting and ai alignment	suggest analysis incomplete contracting developed law economics researchers provide useful framework understanding ai alignment problem help generate systematic approach finding solutions first provide overview incomplete contracting literature explore parallels work problem ai alignment emphasize misalignment principal agent core focus economic analysis highlight technical results economics literature incomplete contracts may provide insights ai alignment researchers core contribution however bring bear insight economists urged absorb legal scholars behavioral scientists fact human contracting supported substantial amounts external structure generally available institutions culture law supply implied terms fill gaps incomplete contracts propose research agenda ai alignment work focuses problem build ai replicate human cognitive processes connect individual incomplete contracts supporting external structure	positive	0
epistemic therapy for bias in automated decision-making	despite recent interest critical machine learning literature `` bias '' artificial intelligence ai systems nature specific biases stemming interaction machines humans data remains ambiguous influenced gendler 's work human cognitive biases introduce concept alief-discordant belief tension intuitive moral dispositions designers explicit representations generated algorithms discussion alief-discordant belief diagnoses ethical concerns arise designing ai systems atop human biases furthermore codify relationship data algorithms engineers components cognitive discordance comprising novel epistemic framework ethics ai	positive	0
adversarial binary collaborative filtering for implicit feedback	fast item recommendation based implicit feedback vital practical scenarios due data-abundance challenging lack negative samples large number recommended items recent adversarial methods unifying generative discriminative models promising since generative model negative sampler gradually improves iteration continues however binary-valued generative model still unexplored within min-max framework important accelerating item recommendation optimizing binary-valued models difficult due non-smooth nondifferentiable end propose two novel methods relax binarization based error function gumbel trick generative model optimized many popular solvers sgd admm binary-valued generative model evaluated within min-max framework four real-world datasets shown superiority competing hashing-based recommendation algorithms addition proposed framework approximate discrete variables precisely applied solve discrete optimization problems	negative	7.223473424412077
framing artificial intelligence in american newspapers	publics perceptions new scientific advances ai often informed influenced news coverage understand artificial intelligence ai framed u.s. newspapers content analysis based framing theory journalism science communication conducted study identified dominant topics frames well risks benefits ai covered five major american newspapers 2009 2018. results indicated business technology primary topics news coverage ai benefits ai discussed frequently risks risks ai generally discussed greater specificity additionally episodic issue framing societal impact framing frequently used	positive	0
sparse adversarial perturbations for videos	although adversarial samples deep neural networks dnns intensively studied static images extensions videos never explored compared images attacking video needs consider spatial cues also temporal cues moreover improve imperceptibility well reduce computation cost perturbations added frames possible i.e. adversarial perturbations temporally sparse motivates propagation perturbations denotes perturbations added current frame transfer next frames via temporal interactions thus extra perturbations needed frames misclassify end propose first white-box video attack method utilizes l2,1-norm based optimization algorithm compute sparse adversarial perturbations videos choose action recognition targeted task networks cnn+rnn architecture threat models verify method thanks propagation compute perturbations shortened version video adapt long version video fool dnns experimental results ucf101 dataset demonstrate even one frame video perturbed fooling rate still reach 59.7	negative	7.456661414995324
a formal approach to explainability	regard explanations blending input sample model 's output offer definitions capture various desired properties function generates explanations study links properties explanation-generating functions intermediate representations learned models able show example activations given layer consistent explanation subsequent layers addition study intersection union explanations way construct new explanations	positive	0
the seductive allure of artificial intelligence-powered neurotechnology	neuroscience explanations-even completely irrelevant-have shown exert `` seductive allure '' individuals leading judge bad explanations arguments favorably seems similarly seductive allure artificial intelligence ai technologies leading people `` overtrust '' systems even witnessed system perform poorly ai-powered neurotechnologies begun proliferate recent years particularly based electroencephalography eeg represent potentially doubly-alluring combination enormous potential benefit applying ai techniques neuroscience `` decode '' brain activity associated mental states efforts still early stages danger using unproven technologies prematurely especially important real-world contexts yet premature use begun emerge several high-stakes set-tings including law health wellness employment transportation light potential seductive allure technologies need vigilant monitoring scientific validity challenging unsubstantiated claims misuse still actively supporting continued development proper use	positive	0
learning a deep convolutional network for colorization in monochrome-color dual-lens system	monochrome-color dual-lens system gray image captured monochrome camera better quality color image color camera color information get high-quality color images desired colorize gray image color image reference related works usually use hand-crafted methods search best-matching pixel reference image pixel input gray image copy color best-matching pixel result propose novel deep convolution network solve colorization problem end-to-end way based observation pixel input image usually exist multiple pixels reference image correct colors method performs weighted average colors candidate pixels reference image utilize candidate pixels correct colors weight values pixels input image reference image obtained learning weight volume using deep feature representations attention operation proposed focus useful candidate pixels 3-d regulation performed learn context information addition correct wrongly colorized pixels occlusion regions propose color residue joint learning module correct colorization result input gray image guidance evaluate method scene flow cityscapes middlebury sintel datasets experimental results show method largely outperforms state-of-the-art methods	negative	8.006627856055275
an autonomous architecture that protects the right to privacy	advent widespread adoption wearable cameras autonomous robots raises important issues related privacy mobile cameras systems record may re-transmit enormous amounts video data used identify track characterize behavior general populous paper presents preliminary computational architecture designed preserve specific types privacy video stream identifying categories individuals places things require higher normal privacy protection paper describes architecture whole well preliminary results testing aspects system intention implement test system ground robots small uavs demonstrate system provide selective low-level masking deletion data requiring higher privacy protection	positive	0
crowdsourcing with fairness, diversity and budget constraints	recent studies shown labels collected crowdworkers discriminatory respect sensitive attributes gender race raises questions suitability using crowdsourced data use training machine learning algorithms work address problem fair diverse data collection crowd budget constraints propose novel algorithm maximizes expected accuracy collected data ensuring errors satisfy desired notions fairness provide guarantees performance algorithm show algorithm performs well practice experiments real dataset	positive	0
human trust measurement using an immersive virtual reality autonomous vehicle simulator	recent studies indicate people negatively predisposed toward utilizing autonomous systems findings highlight necessity conducting research better understand evolution trust humans growing autonomous technologies self-driving cars sdc research presents new approach real-time trust measurement passengers sdcs utilized new structured data collection approach along virtual reality sdc simulator understand various autonomous driving scenarios increase decrease human trust trust re-built case incidental failures verify methodology designed conducted empirical experiment 50 human subjects results experiment indicated subjects could rebuild trust reasonable time frame system demonstrated faulty behavior analysis showed approach highly effective collecting real-time data human subjects lays foundation more-involved future research domain human trust autonomous driving	positive	0
global explanations of neural networks: mapping the landscape of predictions	barrier wider adoption neural networks lack interpretability local explanation methods exist one prediction global attributions still reduce neural network decisions single set features response present approach generating global attributions called gam explains landscape neural network predictions across subpopulations gam augments global explanations proportion samples attribution best explains specifies samples described attribution global explanations also tunable granularity detect fewer subpopulations demonstrate gam 's global explanations 1 yield known feature importances simulated data 2 match feature weights interpretable statistical models real data 3 intuitive practitioners user studies transparent predictions gam help ensure neural network decisions generated right reasons	positive	0
neural collective graphical models for estimating spatio-temporal population flow from aggregated data	propose probabilistic model estimating population flow defined populations transition areas time given aggregated spatio-temporal population data since information individual trajectories aggregated data straightforward estimate population flow proposed method utilize collective graphical model learn individual transition models aggregated data analytically marginalizing individual locations learning spatio-temporal collective graphical model aggregated data ill-posed problem since number parameters estimated exceeds number observations proposed method reduces effective number parameters modeling transition probabilities neural network takes locations origin destination areas time day inputs modeling automatically learn nonlinear spatio-temporal relationships flexibly among transitions locations times four real-world population data sets japan china demonstrate proposed method estimate transition population accurately existing methods	negative	8.174678315539495
trolleymod v1.0: an open-source simulation and data-collection platform for ethical decision making in autonomous vehicles	paper presents trolleymod v1.0 open-source platform based carla simulator collection ethical decision-making data autonomous vehicles platform designed facilitate experiments aiming observe record human decisions actions high-fidelity simulations ethical dilemmas occur context driving targeting experiments class trolley problems trolleymod provides seamless approach creating new experimental settings environments realistic physics-engine high-quality graphical capabilities carla unreal engine also trolleymod provides straightforward interface carla environment python enable implementation custom controllers deep reinforcement learning agents results experiments used sociological analyses well training tuning value-aligned autonomous vehicles based social values inferred observations	positive	0
understanding black box model behavior through subspace explanations	predictive models increasingly assist human experts e.g. doctors day-to-day decision making crucial experts able explore understand models behave different feature subspaces order know trust end propose model understanding subspace explanations muse novel model agnostic framework facilitates understanding given black box model explaining behaves subspaces characterized certain features interest framework provides end users e.g. doctors flexibility customizing model explanations allowing input features interest construction explanations guided novel objective function propose simultaneously optimize fidelity original model unambiguity interpretability explanation specifically objective allows us learn optimality guarantees small number compact decision sets captures behavior given black box model unambiguous well-defined regions feature space experimental evaluation real-world datasets user studies demonstrate approach generate customizable highly compact easy-to-understand yet accurate explanations various kinds predictive models compared state-of-the-art baselines	positive	0
reinforcement learning and inverse reinforcement learning with system 1 and system 2	inferring person 's goal behavior important problem applications ai e.g automated assistants recommender systems workhorse model task rational actor model amounts assuming people stable reward functions discount future exponentially construct optimal plans rational actor assumption techniques inverse reinforcement learning irl used infer person 's goals actions competing model dual-system model decisions result interplay fast automatic heuristic-based system 1 slower deliberate calculating system 2. generalize dual system framework case markov decision problems show compute optimal plans dual-system agents show dual-system agents exhibit behaviors incompatible rational actor assumption show naive applications rational-actor irl behavior dual-system agents generate wrong inference agents goals suggest interventions actually reduce agent 's overall utility finally adapt simple irl algorithm correctly infer goals dual system decision-makers allows us make interventions help rather hinder dual-system agent 's ability reach true goals	positive	0
