,conference_year,category,title,author,abstract,download_url,keywords
25,1984,Cognitive Modeling,A Model of Lexical Access of Ambiguous Words,Garrison W. Cottrell,"Recent psycholinguistic work in the study of lexical access has supported a modular view of the process. That is, lexical access proceeds indepedently of the sentential context. Herein we describe a connectionist model of the process which retains modularity, explains apparent anomalies in the results, and makes empirically verifiable predictions.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-026.pdf,
26,1984,Cognitive Modeling,Automated Cognitive Modeling,"Pat Langley, Stellan Ohlsson","In this paper we describe an approach to automating the construction of cognitive process models. We make two psychological assumptions: that cognition can be modeled as a production system, and that cognitive behavior involves search through some problem space. Within this framework, we employ a problem reduction approach to constructing cognitive models,in which one begins with a set of independent, overly general condition-action rules, adds appropriate conditions to each of these rules, and then recombines the more specific rules into a final model. Conditions are determined using a discrimination learning method. which requires a set of positive and negative instances for each rule. These instances are based on inferred solution paths that lead to the same answers as those observed in a human subject. We have implemented ACM, a cognitive modeling system that incorporates these methods and applied the system to error data from the domain of multi-column subtraction problems.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-027.pdf,
27,1984,Cognitive Modeling,Phenomenologically Plausible Parsing,"David L. Waltz, Jordan B. Pollack","This is a description of research in developing a natural language processing system with modular knowledge sources but strongly interactive processing. The system offers insights into a variety of linguistic phenomena and allows easy testing of a variety of hypotheses. Language interpretation takes place on a activation network which is dynamically created from input, recent context, and long-term knowledge. Initially ambiguous and unstable, the network settles on a single interpretation, using a parallel, analog relaxation process. We also describe a parallel model for the representation of context and priming of concepts. Examples illustrating contextual influence on meaning interpretation and ""semantic garden path"" sentence processing are included.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-029.pdf,
28,1984,Expert Systems,Personal Construct Theory and the Transfer of Human Expertise,John H. Boose,The bottleneck in the process of building expert svstems is retrieving the appropriate problem-solving knowledge from the human expert. Methods of knowledge elicitation and analysis from psychotherapy based on enhancements to George Kelly’s Personal Construct Theory are applied to this process. The Expertise Transfer System is described which interviews a human expert and then constructs and analyzes the knowledge that the expert uses to solve his particular problem. The first version of the system elicits the initial knowledge needed to solve analysis problems without the intervention of a knowledge engineering team. Fast (two hour) initial prototyping of expert systems which run on KS- 300 (an extended version of EMYCIN) and OPS5 is also performed. Conflicts in the problem-solving methods of the expert may also be enumerated and explored.,https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-030.pdf,
29,1984,Expert Systems,Classification Problem Solving,William J. Clancey,"A broad range of heuristic programs-embracing forms of diagnosis, catalog selection, and skeletal planning-accomplish a kind of well-structured problem solving called classification. These programs have characteristic inference structure that systematically relates data to pre-enumerated set of solutions by abstraction, heuristic association, and refinement. This level of description specifies the knowledge needed to solve a problem, independent of its representation in a particular computer language. The classification problem-solving model provides a useful framework for recognizing and representing similar problems, for designing representation tools, and for understanding why non-classification problems require different problem-solving methods.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-031.pdf,
30,1984,Expert Systems,YES/MVS: A Continuous Real Time Expert System,"J. H. Griesmer, S. J. Hong, M. Karnaugh, J. K. Kastner, M. I. Schor, R. L. Ennis, D. A. Klein, K. R. Milliken, H. M. VanWoerkom","YES/MVS (Yorktown Expert System for MVS operators) is a continuous, real time expert system that exerts interactive control over an operating system as an aid to computer operators. This paper discusses the YES/MVS system, its domain of application, and issues that arise in the design and development of an expert system that runs continuously in real time.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-032.pdf,
31,1984,Expert Systems,Self-Explanatory Financial Planning Models,"Donald W. Kosy, Ben P. Wise","A financial model is a representation of the activities of a business in terms of quantitative relationships among variables that can help an analyst understand the financial consequences of past activities or assumed future activities. The equations comprising such models form a kind of knowledge base which can be used to generate explanations. In this paper we give some background on financial models, discuss two sorts of explanations in this domain, and present a procedure for explaining model results.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-033.pdf,
32,1984,Expert Systems,Selective Abstraction of Al System Activity,"Jasmina Pavlin, Daniel D. Corkill","The need for presenting useful descriptions of problem solving activities has grown with the size and complexity of contemporary AI systems. Simply tracing and explaining the activities that led to a solution is no longer satisfactory. We describe a domain-independent approach for selectively abstracting the chronological history of problem solving activity (a system trace) based upon user-supplied abstraction goals. An important characteristic of our approach is that, given different abstraction goals, abstracted traces with significantly different emphases can be generated from the same original trace. Although we are not concerned here with the generation of an explanation from the abstracted trace, this approach is a useful step towards such an explanation facility.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-034.pdf,
33,1984,Expert Systems,Continuous Belief Functions for Evidential Reasoning,Thomas M. Strat,"Some recently developed expert systems have used the Shafer-Dempster theory for reasoning from multiple bodies of evidence. Many expert-system applications require belief to be specified over arbitrary ranges of scalar variables, such as time, distance or sensor measurements. The utility of the existing Shafer- Dempster theory is limited by the lack of an effective approach for dealing with beliefs about continuous variables. This paper introduces a new representation of belief for continuous variables that provides both a conceptual framework and a computationally tractable implementation within the Shafer-Dempster theory.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-035.pdf,
34,1984,Knowledge Representation,The Tractability of Subsumption in Frame-Based Description Languages,"Ronald J. Brachman, Hector J. Levesque","A knowledge representation system provides an important service to the rest of a knowledge-based system: it computes automatically a set of inferences over the beliefs encoded within it. Given that the knowledge-based system relies on these inferences in the midst of its operation (i.e., its diagnosis, planning, or whatever), their computational tractability is an important concern. Here we present evidence as to how the cost of computing one kind of inference is directly related to the expressiveness of the representation language. As it turns out, this cost is perilously sensitive to small changes in the representation language. Even a seemingly simple frame-based description language can pose intractable computational obstacles.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-036.pdf,
35,1984,Knowledge Representation,"Likelihood, Probability, and Knowledge","Joseph Y. Halpern, David A. McAllester","The modal logic LL was introduced by Halpern and Rabin [HR] as a means of doing qualitative reasoning about likelihood. Here the relationship between LL and probability theory is examined. It is shown that there is a way of translating probability assertions into LL in a sound manner, so that LL in some sense can capture the probabilistic interpretation of likelihood. However, the translation is subtle; several more obvious attempts are shown to lead to inconsistencies. We also extend LL by adding modal operators for knowledge. The propositional version of the resulting logic LLK is shown to have a complete axiomatization and to be decidable in exponential time, provably the best possible.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-037.pdf,
36,1984,Knowledge Representation,A Logic of Implicit and Explicit Belief,Hector J. Levesque,"As part of an on-going project to understand the foundations of Knowledge Representation, we are attempting to characterize a kind of belief that forms a more appropriate basis for Knowledge Representation systems than that captured by the usual possible-world formalizations begun by Hintikka. In this paper, we point out deficiencies in current semantic treatments of knowledge and belief (including recent syntactic approaches) and suggest a new analysis in the form of a logic that avoids these shortcomings and is also more viable computationally.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-038.pdf,
37,1984,Knowledge Representation,A Self-Organizing Retrieval System for Graphs,Robert Levinson,The design of a general knowledge base for labeled graphs is presented. The design involves a partial ordering of graphs represented as subsets of nodes of a universal graph. The knowledge base’s capabilities of fast retrieval and self-organization are a result of its ability to recognize common patterns among its data items. The system is being used to support a knowledge base in Organic Chemistry.,https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-039.pdf,
38,1984,Knowledge Representation,A Set-Theoretic Framework for the Processing of Uncertain Knowledge,"S. Y. Lu, H. E. Stephanou","In this paper, a knowledge base is represented by an input space, an output space, and a set of mappings that associate subsets of the two spaces. Under this representation, knowledge processing has three major parts: (1) The user enters observations of evidence in the input space and assigns a degree of certainty to each observation (2) A piece of evidence that receives a non-zero certainty activates a mapping. This certainty is multiplied by the certainty associated with the mapping, and is thus propagated to a proposition in the output space. (3) The consensus among all the propositions that have non-zero certainties is computed, and a final set of conclusions is drawn. A degree of support is associated with each conclusion.The underlying model of certainty in this processing scheme is based on the Dempster-Shafer mathematical theory of evidence. The computation of the consensus among the propositions uses Dempster’s rule of combination. The inverse of the rule of combination, which we call the rule of decomposition, is derived in this paper. Given an expected consensus, the inverse rule can generate the certainty required for each proposition. Thus, the certainties in the mappings can be inferred iteratively through alternating use of the rule of combination and the rule of decomposition.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-040.pdf,
39,1984,Knowledge Representation,Processing Entailments and Accessing Facts in a Uniform Frame System,Anthony S. Maida,"This paper: 1) describes the structure of a ""uniform"" frame system; 2) shows how entailments can be computed within the system; and, 3) shows how contingent facts that are related to a concept can become accessible as a function of how deeply the meaning of that concept is processed. The system is called Uni- Frame and differs from slot-filler frame systems primarily in its commitment to uniformly representing all concepts and to maintaining a representation which is semantically well knit.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-041.pdf,
40,1984,Knowledge Representation,Expressiveness of Languages,"Jock Mackinlay, Michael R. Genesereth","Specialized languages are often a good choice for expressing a set of facts. However, many specialized languages are limited in their expressive power. This paper presents methods for determining when a set of facts is expressible in a language. Some specialized languages have the property that when some collections of facts are stated explicitly, additional facts are stated implicitly. A set of facts should not be stated in such a language unless these implicit facts are correct. This paper presents an algorithm for identifying implicit facts so that they can be checked for correctness. Criteria are also presented for choosing between languages that are sufficiently expressible for a set of facts. This research is being used to build a system that automatically determines when a specialized language is appropriate. It is also relevant to system designers who wish to use specialized languages.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-042.pdf,
41,1984,Knowledge Representation,Constraint Equations: A Concise Compilable Representation for Quantified Constraints in Semantic Networks,Matthew Morgenstern,"Constraint Equations provide a concise declarative language for expressing semantic constraints that require consistency among several relations. The constraints provide a natural addition to semantic networks, as shown by an extension to the KL-ONE/NIKL representation language. The Equations have a more natural and perspicuous structure than the predicate calculus formulas into which they may be translated, and they also have an executable interpretation. Both universal and existential quantifiers are expressible conveniently in Constraint Equations, as are cardinality quantifiers and transitive closure. For a subclass of these constraints, a prototype compiler automatically generates programs which will enforce these constraints and perform the actions needed to reestablish consistency.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-043.pdf,
42,1984,Knowledge Representation,Implicit Ordering of Defaults in Inheritance Systems,David S. Touretzky,There is a natural partial ordering of defaults in inheritance systems that resolves ambiguities in an intuitive way. This is not the shortest-path ordering used by most existing inheritance reasoners. The flaws of the shortest-path ordering become apparent when we consider multiple inheritance. We define the correct partial ordering to use in inheritance and show how it applies to semantic network systems. Use of this ordering also simplifies the representation of inheritance in default logic.,https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-044.pdf,
43,1984,Knowledge Representation,Very-High-Level Programming of Knowledge Representation Schemes,Stephen J. Wesffold,"This paper proposes building knowledge-based systems using a programming system based on a very-high-level language. It gives an overview of such a programming system, BC, and shows how BC can be used to implement knowledge representation features, providing as examples, automatic maintenance of inverse links and property inheritance. The specification language of BC can be extended to include a knowledge representation language by describing its knowledge representation features. This permits a knowledge-based program and its knowledge base to be written in the same very-high-level language which allows the knowledge to be more efficiently incorporated into the program as well as making the system as a whole easier to understand and extend.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-045.pdf,
44,1984,Learning,Constraint Limited Generalization: Acquiring Procedures From Examples,Peter M. Andreae,Generallzatlon is an essential part of any system that can acquire knowledge from examples. l argue that generallzatlon must be limited by a variety of constraints in order to be useful. This paper gives three principles on how generallzation processes should be constrained. It also describes a system for acquiring procedures from examples which is based on these principles and is used to illustrate them.,https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-046.pdf,
45,1984,Learning,Learning Problem Classes by Means of Experimentation and Generalization,Agustin A. Araya,"We discuss a method of learning by practice based on the idea of determining classes of problems that can be solved in simplified ways. A description of a class is obtained by processes that hypothesize descriptions, generate and classify problem variations, and test the hypotheses against them. The approach has been implemented in a system that learns by practice in a domain of elementary physics. The system has two main components, a Problem Solver and a Learning Agent. The Problem Solver handles the problems in the domain and the Learning Agent does the actual learning. To perform its tasks the Learning Agent utilizes algorithms, heuristics, and domain knowledge, and for this reason it can be regarded as an expert system whose expertise resides in being able to learn by experimentation and generalization.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-047.pdf,
46,1984,Learning,Learning About Systems That Contain State Variables,Thomas G. Dietterich,"It is difficult to learn about systems that contain state variables when those variables are not directly observable. This paper formalizes this learning problem and presents a method called the iterative extension method for solving it. In the iterative extension method, the learner gradually constructs a partial theory of the state-containing system. At each stage, the learner applies this partial theory to interpret the I/O behavior of the system and obtain additional constraints on the structure and values of its state variables. These constraints can be applied to extend the partial theory by hypothesizing additional internal state variables. The improved theory can then be applied to interpret more complex I/O behavior. This process continues until a theory of the entire system is obtained. Several sufficient conditions for the success of this method are presented including (a) the observability and decomposability of the state information in the system. (b) the learnability of individual state transitions in the system, (c) the ability of the learner to perform synthesis of straight-line programs and conjunctive predicates from examples and (d) the ability of the learner to perform theory-driven data interpretation. The method is being implemented and applied to the problem of learning UNIX file system commands by observing a tutorial interaction with UNIX.",https://aaai.org/Library/AAAI/1984/../../../Papers/AAAI/1984/AAAI84-048.pdf,
