,conference_year,category,title,author,abstract,download_url,keywords
10,1994,Cognitive Modeling,The Capacity of Convergence-Zone Episodic Memory,"Mark Moll, Risto Miikkulainen, Jonathan Abbey","Human episodic memory provides a seemingly unlimited storage for everyday experiences, and a retrieval system that allows us to access the experiences with partial activation of their components. This paper presents a neural network model of episodic memory inspired by Damasio’s idea of Convergence Zones. The model consists of a layer of perceptual feature maps and a binding layer. A perceptual feature pattern is coarse coded in the binding layer, and stored on the weights between layers. A partial activation of the stored features activates the binding pattern which in turn reactivates the entire stored pattern. A worst-case analysis shows that with realistic-size layers, the memory capacity of the model is several times larger than the number of units in the model, and could account for the large capacity of human episodic memory.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-011.pdf,
11,1994,Cognitive Modeling,A Model of Creative Understanding,"Kenneth Moorman, Ashwin Ram","Although creativity has largely been studied in problem solving contexts, creativity consists of both a generative component and a comprehension component. In particular, creativity is an essential part of reading and understanding of natural language stories. We have formalized the understanding process and have developed an algorithm capable of producing creative understanding behavior. We have also created a novel knowledge organization scheme to assist the process. Our model of creativity is implemented as a portion of the ISAAC (Integrated Story Analysis And Creativity) reading system, a system which models the creative reading of science fiction stories.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-012.pdf,
12,1994,Cognitive Modeling,Ordering Relations in Human and Machine Planning,"Lee Spector, Mary Jo Rattermann, Kristen Prentice","Analytical results from AI planning research provide the motivation for this experimental study of ordering relationships in human planning. We examine timings of humans performing specific tasks from the AI planning literature and present evidence that normal human planners, like ""state of the art"" AI planning systems, use partial-order plan representations. We also describe ongoing experiments that are designed to shed light on the plan representations used by children and by adults with planning deficits due to brain damage. Several points of interest for collaboration between AI scientists and neuropsychologists are noted, as are impacts that we feel this research may have on future work in AI planning.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-013.pdf,
13,1994,Cognitive Modeling,Experimentally Evaluating Communicative Strategies: The Effect of the Task,Marilyn A. Walker,"Effective problem solving among multiple agents requires a better understanding of the role of communication in collaboration. In this paper we show that there are communicative strategies that greatly improve the performance of resource-bounded agents, but that these strategies are highly sensitive to the task requirements, situation parameters and agents’ resource limitations. We base our argument on two sources of evidence: (1) an analysis of a corpus of 55 problem solving dialogues, and (2) experimental simulations of collaborative problem solving dialogues in an experimental world, Design-World, where we parameterize task requirements, agents’ resources and communicative strategies.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-014.pdf,
14,1994,Music and Audition,Automated Accompaniment of Musical Ensembles,"Lorin Grubb, Roger B. Dannenberg","This paper describes a computer accompaniment system capable of providing musical accompaniment for an ensemble of performers. The system tracks the performance of each musician in the ensemble to determine current score location and tempo of the ensemble. ""Missing parts"" in the composition (i.e., the accompaniment) are synthesized and synchronized to the ensemble. The paper presents an overview of the component problems of automated musical accompaniment and discusses solutions and their implementation. The system has been tested with solo performers as well as ensembles having as many as three performers.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-015.pdf,
15,1994,Music and Audition,Auditory Stream Segregation in Auditory Scene Analysis with a Multi-Agent System,"Tomohiro Nakatani, Hiroshi G. Okuno, Takeshi Kawabata","We propose a novel approach to auditory stream segregation which extracts individual sounds (auditory stream) from a mixture of sounds in auditory scene analysis. The HBSS (Harmonic-Based Stream Segregation) system is designed and developed by employing a multi-agent system. HBSS uses only harmonics as a clue to segregation and extracts auditory streams incrementally. When the tracer-generator agent detects a new sound, it spawns a tracer agent, which extracts an auditory stream by tracing its harmonic structure. The tracer sends a feedforward signal so that the generator and other tracers should not work on the same stream that is being traced. The quality of segregation may be poor due to redundant and ghost tracers. HBSS copes with this problem by introducing monitor agents, which detect and eliminate redundant and ghost tracers. HBSS can segregate two streams from a mixture of man’s and woman’s speech. It is easy to resynthesize speech or sounds from the corresponding streams. Additionally, HBSS can be easily extended by adding agents of a new capability. HBSS can be considered as the first step to computational auditory scene analysis.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-016.pdf,
16,1994,Music and Audition,Simulating Creativity in Jazz Performance,"Geber Ramalho, Jean-Gabriel Ganascia","This paper considers the problem of simulating creativity in the domain of Jazz improvisation and accompaniment. Unlike most current approaches, we try to model the musicians’ behavior by taking into account their experience and how they use it with respect to the evolving contexts of live performance. To represent this experience we introduce the notion of Musical Memory, which explores the principles of Case-Based Reasoning (Slade 1991). To produce live music using this Musical Memory we propose a problem solving method based on the notion of PACTS (Potential ACTions) that are activated according to the context and then combined in order to produce notes. We show that our model supports two of the main features of creativity: non-determinism and absence of well-defined goals (Johnson-Laird 1992).",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-017.pdf,
17,1994,Music and Audition,The Synergy of Music Theory and AI: Learning Multi-Level Expressive Interpretation,Gerhard Widmer,"The paper presents interdisciplinary research in the intersection of AI (machine learning) and Art (music). We describe an implemented system that learns expressive interpretation of music pieces from performances by human musicians. The problem, shown to be very difficult in the introduction, is solved by combining insights from music theory with a new machine learning algorithm. Theoretically founded knowledge about music perception is used to transform the original learning problem to a more abstract level where relevant regularities become apparent. Experiments with performances of Chopin waltzes are presented; the results indicate musical understanding and the ability to learn a complex task from very little training data. As the system’s domain knowledge is based on two established theories of tonal music, the results also have interesting implications for music theory.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-018.pdf,
18,1994,Theater and Video,Knowledge Representation for Video,Marc Davis,"Current computing systems are just beginning to enable the computational manipulation of temporal media like video and audio. Because of the opacity of these media they must be represented in order to be manipulable according to their contents. Knowledge representation techniques have been implicitly designed for representing the physical world and its textual representations. Temporal media pose unique problems and opportunities for knowledge representation which challenge many of its assumptions about the structure and function of what is represented. The semantics and syntax of temporal media require representational designs which employ fundamentally different conceptions of space, time, identity, and action. In particular, the effect of the syntax of video sequences on the semantics of video shots demands a representational design which can clearly articulate the differences between the context-dependent and context-independent semantics of video data. This paper outlines the theoretical foundations for designing representations of video, discusses Media Streams, an implemented system for video representation and retrieval, and critiques related efforts in this area.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-019.pdf,
19,1994,Theater and Video,Semi-Autonomous Animated Actors,Steve Strassmann,"This paper describes an interdisciplinary experiment in controlling semi-autonomous animated human forms with natural language input. These computer-generated characters resemble traditional stage actors, in that they are more autonomous than traditional hand-guided animated characters, and less autonomous than fully improvisational agents. We introduce the desktop theater metaphor, reserving for users the creative role of a theatrical writer or director.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-020.pdf,
20,1994,Automated Reasoning,Rule Based Updates on Simple Knowledge Bases,Chitta Baral,"In this paper we consider updates that are specified as rules and consider simple knowledge bases consisting of ground atoms. We present a translation of the rule based update specifications to extended logic programs using situation calculus notation so as to compute the updated knowledge base. We show that the updated knowledge base that we compute satisfies the update specifications and yet is minimally different from the original database. We then expand our approach to incomplete knowledge bases. We relate our approach to the standard revision and update operators, the formalization of actions and its effects using situation calculus and the formalization of database evolution using situation calculus.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-021.pdf,
21,1994,Automated Reasoning,Recovering Software Specifications with Inductive Logic Programming,William W. Cohen,"We consider using machine learning techniques to help understand a large software system. In particular, we describe how learning techniques can be used to reconstruct abstract Datalog specifications of a certain type of database software from examples of its operation. In a case study involving a large (more than one million lines of C) real-world software system, we demonstrate that off-the-shelf inductive logic programming methods can be successfully used for specification recovery; specifically, Grende12 can extract specifications for about one-third of the modules in a test suite with high rates of precision and recall. We then describe two extensions to Grende12 which improve performance on this task: one which allows it to output a set of candidate hypotheses, and another which allows it to output specifications containing determinations. In combination, these extensions enable specifications to be extracted for nearly two-thirds of the benchmark modules with perfect recall, and precision of better than 60%.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-022.pdf,
22,1994,Automated Reasoning,Can We Enforce Full Compositionality in Uncertainty Calculi?,"Didier DuBois, Henri Prade","At AAAI'93, Elkan has claimed to have a result trivializing fuzzy logic. This trivialization is based on too strong a view of equivalence in fuzzy logic and relates to a fully compositional treatment of uncertainty. Such a treatment is shown to be impossible in this paper. We emphasize the distinction between i) degrees of partial truth which are allowed to be truth functional and which pertain to gradual (or fuzzy) propositions, and ii) degrees of uncertainty which cannot be compositional with respect to all the connectives when attached to classical propositions. This distinction is exemplified by the difference between fuzzy logic and possibilistic logic. We also investigate an almost compositional uncertainty calculus, but it is shown to lack expressiveness.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-023.pdf,
23,1994,Automated Reasoning,An Empirical Evaluation of Knowledge Compilation by Theory Approximation,"Henry Kautz, Bart Selman","Computational efficiency is a central concern in the design of knowledge representation systems. Compiling a knowledge-base into a more tractable form has been suggested as a way around the inherent intractability of many representation formalisms. Because not all theories can be put into an equivalent tractable form, Selrnan and Kautz (1991) have suggested compiling a theory into upper and lower bounds (one logically weaker, the other logical stronger) that approximate the original information. A central question in this approach is how well the bounds capture the original knowledge. This question is inherently empirical. We present a detailed empirical evaluation of the compilation of two kinds of theories: computationally challenging randomly generated theories, and propositional encodings of planning problems. Our results show that one can answer a very high percentage of queries even using unit clause bounds, which are much easier to compute than more general tractable approximations. Furthermore, we demonstrate that many of the queries that can be answered by the bounds are expensive to answer using only the original theory: in other words, knowledge compilation does not just ""skim off"" easy queries. In fact, we show substantial total computational savings in using the bounds together with the original theory to answer all queries (with no errors) from a large benchmark set, over using the original theory alone. This study suggests that knowledge compilation may indeed be a practical approach for dealing with intractability in knowledge representation systems.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-024.pdf,
24,1994,Automated Reasoning,ModGen: Theorem Proving by Model Generation,"Sun Kim, Hantao Zhang","ModGen (Model Generation) is a complete theorem prover for first order logic with finite Herbrand domains. ModGen takes first order formulas as input, and generates models of the input formulas. ModGen consists of two major modules: a module for transforming the input formulas into propositional clauses, and a module to find models of the propositional clauses. The first module can be used by other researchers so that the SAT problems can be easily represented, stored and communicated. An important issue in the design of ModGen is to ensure that transformed propositional clauses are satisfiable iff the original formulas are. The second module can be easily replaced by any advanced SAT problem solver. ModGen is easy to use and very efficient. Many problems which are hard for general resolution theorem provers are found easy for ModGen.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-025.pdf,
25,1994,Automated Reasoning,Small is Beautiful: A Brute-Force Approach to Learning First-Order Formulas,"Steven Minton, Ian Underwood","We describe a method for learning formulas in first-order logic using a brute-force, smallest-first search. The method is exceedingly simple. It generates all irreducible well-formed formulas up to a fixed size and tests them against a set of examples. Although the method has some obvious limitations due to its computational complexity, it performs surprisingly well on some tasks. This paper describes experiments with two applications of the method in the MULTI-TAC sys- tem, a program synthesizer for constraint satisfaction problems. In the first application, axioms are learned, and in the second application, search control rules are learned. We describe these experiments, and consider why searching the space of small formulas makes sense in our applications.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-026.pdf,
26,1994,Automated Reasoning,Avoiding Tests for Subsumption,"Anavai Ramesh, Neil V. Murray","Useful equivalence-preserving operations based on antilinks are described. These operations eliminate a potentially large number of subsumed paths in a negation normal form formula. Those anti-links that directly indicate the presence of subsumed paths are characterized. These operations are useful for prime implicant/implicate algorithms because most of the computational effort in computing the prime implicants and prime implicates of a propositional formula is spent on subsumption checks. The problem of removing all subsumed paths in an NNF formula is shown to be NP-hard, even though such formulas may be small relative to the size of their path sets. The general problem of determining whether a pair of subsumed paths is associated with an arbitrary anti-link is shown to be NP-complete. Further reductions of subsumption checks are shown to be available when strictly put-e full blocks are present. The effectiveness of operations based on anti-links and strictly pure full blocks is examined with respect to some benchmark examples from the literature.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-027.pdf,
27,1994,Automated Reasoning,On Kernel Rules and Prime Implicants,Ron Rymon,"We draw a simple correspondence between kernel rules and prime implicants. Kernel (minimal) rules play an important role in many induction techniques. Prime implicants were previously used to formally model many other problem domains, including Boolean circuit minimization and such classical AI problems as diagnosis, truth maintenance and circumscription. This correspondence allows computing kernel rules using any of a number of prime implicant generation algorithms. It also leads us to an algorithm in which learning is boosted by an auxiliary domain theory, e.g., a set of rules provided by an expert, or a functional description of a device or system; we discuss this algorithm in the context of SE-tree-based generation of prime implicants.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-028.pdf,
28,1994,Automated Reasoning,Using Hundreds of Workstations to Solve First-Order Logic Problems,"Alberto Maria Segre, David B. Sturgill","This paper describes a distributed, adaptive, first-order logic engine with exceptional performance characteristics. The system combines serial search reduction techniques such as bounded-overhead subgoal caching and intelligent backtracking with a novel parallelization strategy particularly well-suited to coarse-grained parallel execution on a network of workstations. We present empirical results that demonstrate our system’s performance using 100 workstations on over 1400 first-order logic problems drawn from the ""Thousands of Problems for Theorem Provers"" collection.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-029.pdf,
29,1994,Automated Reasoning,Termination Analysis of OPS5 Expert Systems,"Hsiu-yen Tsai, Albert Mo Kim Cheng","Bounded response time is an important requirement when rule-based expert systems are used in real-time applications. In the case the rule-based system cannot terminate in bounded time, we should detect the ""culprit"" conditions causing the non-termination to assist programmers in debugging. This paper describes a novel tool which analyzes OPS5 programs to achieve this goal. The first step is to verify that an OPS5 program can terminate in bounded time. A graphical representation of an OPS5 program is defined and evaluated. Once the termination of the OPS5 program is not expected, the ""culprit"" conditions are detected. These conditions are then used to correct the problem by adding extra rules to the original program.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-030.pdf,
30,1994,Description Logic,Refining the Structure of Terminological Systems: Terminology = Schema + Views,"M. Buchheit, W. Nutt, F. M. Donini, A. Schaerf","Traditionally, the core of a Terminological Knowledge Representation System (TKRS) consists of a so-called TBox, where concepts are introduced, and an ABox, where facts about individuals are stated in terms of these concepts. This design has a drawback because in most applications the TBox has to meet two functions at a time: on the one hand, similar to a database schema, framelike structures with typing information are introduced through primitive concepts and primitive roles; on the other hand, views on the objects in the knowledge base are provided through defined concepts. We propose to account for this conceptual separation by partitioning the TBox into two components for primitive and defined concepts, which we call the schema and the view part. We envision the two parts to differ with respect to the language for concepts, the statements allowed, and the semantics. We argue that by this separation we achieve more conceptual clarity about the role of primitive and defined concepts and the semantics of terminological cycles. Moreover, three case studies show the computational benefits to be gained from the refined architecture.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-031.pdf,
31,1994,Description Logic,Boosting the Correspondence between Description Logics and Propositional Dynamic Logics,"Giuseppe De Giacomo, Maurizio Lenzerini","One of the main themes in the area of Terminological Reasoning has been to identify description logics (DLs) that are both very expressive and decidable. A recent paper by Schild showed that this issue can be profitably addressed by relying on a correspondence between DLs and propositional dynamic logics (PDL). However Schild left open three important problems, related to the translation into PDLs of functional restrictions on roles (both direct and inverse), number restrictions, and assertions on individuals. The work reported in this paper presents a solution to these problems. The results have a twofold significance. From the standpoint of DLs, we derive decidability and complexity results for some of the most expressive logics appeared in the literature, and from the standpoint of PDLs, we derive a general methodology for the representation of several forms of program determinism and for the specification of partial computations.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-032.pdf,
32,1994,Description Logic,A Description Classifier for the Predicate Calculus,Robert M. MacGregor,"A description classifier organizes concepts and relations into a taxonomy based on the results of subsumption computations applied to pairs of relation definitions. Until now, description classifiers have only been designed to operate over definitions phrased in highly restricted subsets of the predicate calculus. This paper describes a classifier able to reason with definitions phrased in the full first order predicate calculus, extended with sets, cardinality, equality, scalar inequalities, and predicate variables. The performance of the new classifier is comparable to that of existing description classifiers. Our classifier introduces two new techniques, dual representations and auto-Socratic elaboration, that may be expected to improve the performance of existing description classifiers.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-033.pdf,
33,1994,Causal Reasoning,Forming Beliefs about a Changing World,"Fahiem Bacchus, Adam J. Grove, Joseph Y. Halpern, Daphne Koller","The situation calculus is a popular technique for reasoning about action and change. However, its restriction to a first-order syntax and pure deductive reasoning makes it unsuitable in many contexts. In particular, we often face uncertainty, due either to lack of knowledge or to some probabilistic aspects of the world. While attempts have been made to address aspects of this problem, most notably using nonmonotonic reasoning formalisms, the general problem of uncertainty in reasoning about action has not been fully dealt with in a logical framework. In this paper we present a theory of action that extends the situation calculus to deal with uncertainty. Our framework is based on applying the random-worlds approach of [BGHK94] to a situation calculus ontology, enriched to allow the expression of probabilistic action effects. Our approach is able to solve many of the problems imposed by incomplete and probabilistic knowledge within a unified framework. In particular, we obtain a default Markov property for chains of actions, a derivation of conditional independence from irrelevance, and a simple solution to the frame problem.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-034.pdf,
34,1994,Causal Reasoning,Probabilistic Evaluation of Counterfactual Queries,"Alexander Balke, Judea Pearl","Evaluation of counterfactual queries (e.g., ""If A were true, would C have been true?"") is important to fault diagnosis, planning, and determination of liability. We present a formalism that uses probabilistic causal networks to evaluate one’s belief that the counterfactual consequent, C, would have been true if the antecedent, A, were true. The antecedent of the query is interpreted as an external action that forces the proposition A to be true, which is consistent with Lewis’ Miraculous Analysis. This formalism offers a concrete embodiment of the ""closest world"" approach which (I) properly reflects common understanding of causal influences, (2) deals with the uncertainties inherent in the world, and (3) is amenable to machine representation.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-035.pdf,
35,1994,Causal Reasoning,Symbolic Causal Networks,"Adnan Darwiche, Judea Pearl","For a logical database to faithfully represent our beliefs about the world, one should not only insist on its logical consistency but also on its causal consistency. Intuitively, a database is causally inconsistent if it supports belief changes that contradict with our perceptions of causal influences - for example, coming to conclude that it must have rained only because the sprinkler was observed to be on. In this paper, we (1) suggest the notion of a causal structure to represent our perceptions of causal influences; (2) provide a formal definition of when a database is causally consistent with a given causal structure; (3) introduce symbolic causal networks as a tool for constructing databases that are guaranteed to be causally consistent; and (4) d iscuss various applications of causal consistency and symbolic causal networks, including nonmonotonic reasoning, Dempster-Shafer reasoning, truth maintenance, and reasoning about actions.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-036.pdf,
36,1994,Causal Reasoning,Causal Default Reasoning: Principles and Algorithms,Hector Geffner,"The minimal model semantics is a natural interpretation of defaults yet it often yields a behavior that is too weak. This weakness has been traced to the inabiity of minimal models to reflect certain implicit preferences among defaults, in particular, preferences for defaults grounded on more ’specific' information and preferences arising in causal domains. Recently, ’specificity' preferences have been explained in terms of conditionals. Here we aim to explain causal preferences. We draw mainly from ideas known in Bayesian Networks to formulate and formalize two principles that explain the basic preferences that arise in causal default reasoning. We then define a semantics based on those principles and show how variations of the algorithms used for inheritance reasoning and temporal projection can be used to compute in the resulting formalism.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-037.pdf,
37,1994,Causal Reasoning,Testing Physical Systems,Peter Struss,"We present a formal theory of model-based testing, an algorithm for test generation based on it, and outline how testing is implemented by a diagnostic engine. The key to making the complex task of test generation feasible for systems with continuous domains is the use of model abstraction. Tests can be generated using manageable finite models and then mapped back to a detailed level. We state conditions for the correctness of this approach and discuss the preconditions and scope of applicability of the theory.",https://aaai.org/Library/AAAI/1994/../../../Papers/AAAI/1994/AAAI94-038.pdf,
