,conference_year,category,title,author,abstract,download_url,keywords
10,1990,"DistributedArtificial Intelligence",Distributed Truth Maintenance,"David Murray Bridgeland, Michael N. Huhns","In this paper we define the concept of logical consistency of belief among a group of computational agents that are able to reason nonmonotonically. We then provide an algorithm for truth maintenance that guarantees local consistency for each agent and global consistency for data shared by the agents. Furthermore, we show the algorithm to be complete, in the sense that if a consistent state exists, the algorithm will either find it or report failure. The algorithm has been implemented in the RAD distributed expert system shell.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-011.pdf,
11,1990,"DistributedArtificial Intelligence",DARES: A Distributed Automated Reasoning System,"S.E. Conry, D.J. MacIntosh, R.A. Meyer","In many domains of interest to distributed artificial intelligence, the problem of solving environment may be viewed as a collection of loosely coupled intelligent agents, each of which reasons based on its own incomplete knowledge of the state of the world. No agent has sufficient knowledge to solve the problem at hand so that coordinated cooperative problem solving is required to satisfy system goals. In this paper, we present DARES, a distributed reasoning system in which agents have the ability to focus their attention on selective information interchange to facilitate cooperative problem solving. The experimental results we present demonstrate that agents in a loosely coupled network of problem solvers can work semi-independently, yet focus their attention with the aid of relatively simple heuristics when cooperation is appropriate. These results suggest that we have developed an effective cooperation strategy which is largely independant of initial knowledge distribution.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-012.pdf,
12,1990,"DistributedArtificial Intelligence",A Hierarchical Protocol for Coordinating Multiagent Behaviors,"Edmund H. Durfee, Thomas A. Montgomery","We describe how a behavior hierarchy can be used in a protocol that allows AI agents to discover and resolve interactions flexibly. Agents that initially do not know with whom they might interact use this hierarchy to exchange abstractions of their anticipated behaviors. By comparing behaviors, agents iteratively investigate interactions through more focused exchanges of successively detailed information. They can also modify their behaviors along different dimensions to either avoid conflicts or promote cooperation. We explain why our protocol gives agents a richer language for coordination than they get through exchanging plans or goals, and we use a prototype implementation to illustrate our protocol. We argue that our hierarchical protocol for coordinating behaviors provides a powerful representation for negotiation and can act as a common foundation for integrating theories about plans and organizations.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-013.pdf,
13,1990,"DistributedArtificial Intelligence",On Acting Together,"Hector J. Levesque, Philip R. Cohen, José H.T. Nunes","Joint action by a team does not consist merely of simultaneous and coordinated individual actions; to act together, a team must be aware of and care about the status of the group effort as a whole. We present a formal definition of what it could mean for a group to jointly commit to a common goal, and explore how these joint commitments relate to the individual commitments of the team members. We then consider the case of joint intention, where the goal in question involves the team performing some action. In both cases, the theory is formulated in a logical language of belief, action, and time previously used to characterize individual commitment and intention. An important consequence of the theory is the types of communication among the team members that it predicts will often be necessary.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-014.pdf,
14,1990,"DistributedArtificial Intelligence",Negotiation and Conflict Resolution in Non-Cooperative Domains,"Gilad Zlotkin, Jeffrey S. Rosenschein","In previous work [Zlotkin and Rosenschein, 1989a], we have developed a negotiation protocol and offered some negotiation strategies that are in equilibrium. This negotiation process can be used only when the ""negotiation set"" (NS) is not empty. Domains in which the negotiation sets are never empty are called cooperative domains; in general non-cooperative domains, the negotiation set is sometimes empty. In this paper, we present a theoretical negotiation model for rational agents in general non-cooperative domains. Necessary and sufficient conditions for cooperation are outlined. By redefining the concept of utility, we are able to enlarge the number of situations that have a cooperative solution. An approach is offered for conflict resolution, and it is shown that even in a conflict situation, partial cooperative steps can be taken by interacting agents (that is, agents in fundamental conflict might still agree to cooperate up to a certain point). A Unified Negotiation Protocol is developed that can be used in all cases. It is shown that in certain borderline cooperative situations, a partial cooperative agreement (i.e., one that does not achieve all agents’ goals) might be preferred by all agents, even though there exists a rational agreement that would achieve all their goals.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-015.pdf,
15,1990,"EvidentialReasoning",Probabilistic Semantics for Cost Based Abduction,"Eugene Charniak, Solomon E. Shimony","Cost-based abduction attempts to find the best explanation for a set of facts by finding a minimal cost proof for the facts. The costs are computed by summing the costs of the assumptions necessary for the proof plus the cost of the rules. We examine existing methods for constructing explanations (proofs), as a minimization problem on a DAG. We then define a probabilistic semantics for the costs, and prove the equivalence of the cost minimization problem to the Bayesian network MAP solution of the system.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-016.pdf,
16,1990,"EvidentialReasoning",Two Views of Belief: Belief as Generalized Probability and Belief as Evidence,"Joseph Y. Halpern, Ronald Fagin","Belief functions are mathematical objects defined to satisfy three axioms that look somewhat similar to the axioms defining probability functions. We argue that there are (at least) two useful and quite different ways of understanding belief functions. The first is as a generalized probability function (which technically corresponds to the lower envelope or intimum of a family of probability functions). The second is as a way of representing evidence. Evidence, in turn, can be understood as a mapping from probability functions to probability functions. It makes sense to think of tipdating a belief if we think of it as a generalized probability. On the other hand, it makes sense to combine two beliefs (using, say, Dempster’s rule of combination) only if we think of the belief functions as representing evidence. Many previous papers have pointed out problems with the belief function approach; the claim of this paper is that these problems can be explained as a consequence of confounding these two views of belief functions.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-017.pdf,
17,1990,"EvidentialReasoning",The Belief Calculus and Uncertain Reasoning,Yen-Teh Hsia,"We formulate the Dempster-Shafer formalism of belief functions [Shafer 76] in the spirit of logical inference systems. Our formulation (called the belief calculus) explicitly avoids the use of set-theoretic notations. As such, it serves as an alternative for the use of the Dempster-Shafer formalism for uncertain reasoning.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-018.pdf,
18,1990,"EvidentialReasoning",Symbolic Probabilistic Inference in Belief Networks,"Ross D. Shachter, Bruce D'Ambrosio, Brendan A. Del Favero","The Symbolic Probabilistic Inference (SPI) Algorithm [D'Ambrosio, 1989] provides an efficient framework for resolving general queries on a belief network. It applies the concept of dependency-directed backward search to probabilistic inference, and is incremental with respect to both queries and observations. Unlike most belief network algorithms, SPI is goal directed, performing only those calculations that are required to respond to queries. The directed graph of the underlying belief network is used to develop a tree structure for recursive query processing. This allows effective caching of intermediate results and significant opportunities for parallel computation. A simple preprocessing step ensures that, given the search tree, the algorithm will include no unnecessary distributions. The preprocessing step eliminates dimensions from the intermediate results and prunes the search path.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-019.pdf,
19,1990,Planning,An Approach to Reasoning About Continuous Change for Applications in Planning,"Thomas Dean, Greg Siegle","There are many planning applications that require an agent to coordinate its activities with processes that change continuously over time. Several proposals have been made for combining a temporal logic of time with the differential and integral calculus to provide a hybrid calculus suitable for planning applications. We take one proposal and explore some of the issues involved in implementing a practical system that derives conclusions consistent with such a hybrid calculus. Models for real-valued parameters are specified as systems of ordinary differential equations, and constructs are provided for reasoning about how these models change over time. For planning problems that require projecting the consequences of a set of events from a set of initial conditions and causal rules, a combination of numerical approximation and symbolic math routines and a simple default reasoning strategy provide for an efficient inference engine.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-020.pdf,
20,1990,Planning,Anytime Synthetic Projection: Maximizing the Probability of Goal Satisfaction,"Mark Drummond, John Bresinai","This paper presents a projection algorithm for incremental control rule synthesis. The algorithm synthesizes an initial set of goal-achieving control rules using a combination of situation probability and estimated remaining work as a search heuristic. This set of control rules has a certain probability of satisfying the given goal. The probability is incrementally increased by synthesizing additional control rules to handle ""error"" situations the execution system is likely to encounter when following the initial control rules. By using situation probabilities the algorithm achieves a computationally effective balance between the limited robustness of triangle tables and the absolute robustness of universal plans.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-021.pdf,
21,1990,Planning,"Incremental, Approzimate Planning",Charles Elkan,"This paper shows how using a nonmonotonic logic to describe the effects of actions enables plausible plans to be discovered quickly, and then refined if time permits. Candidate plans are found by allowing them to depend on unproved assumptions. The nonmonotonic logic makes explicit which antecedents of rules have the status of default conditions, and they are the only ones that may be left unproved, so only plausible candidate plans are produced. These are refined incrementally by trying to justify the assumptions on which they depend. The new planning strategy has been implemented, with good experimental results.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-022.pdf,
22,1990,Planning,Admissible Criteria for Loop Control in Planning,"Roy Feldman, Paul Morris","We introduce methods for identifying operator preconditions that need not be expanded further. The methods are proved to be admissible, that is, they will not cause a solution to be missed when one exists. In certain cases, the methods also identify operator reformulations that increase the number of nonexpandable preconditions. This approach provides effective loop control in common situations. Moreover, the computation required can be performed during a precompilation of the operators in a domain; thus, there is no significant additional run-time overhead during planning.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-023.pdf,
23,1990,Planning,Practical Temporal Projection,Steve Hanks,"Temporal projection-predicting future states of a changing world-has been studied mainly as a formal problem. Researchers have been concerned with getting the concepts of causality and change right, and have ignored the practical issues surrounding projection. In planning, for example, when the effects of a plan’s actions depend on the prevailing state of the world and that state of the world is not known with certainty, projecting the plan may generate an exponential number of possible outcomes. This problem has traditionally been eliminated by (1) restricting the domain so the world state is always known, and (2) by restricting the action representation so that either the action’s intended effect is realized or the action cannot be projected at all. We argue against these restrictions and instead present a system that (1) represents and reasons about an uncertain world, (2) supports a representation that allows context-sensitive action effects, and (3) generates projections that reflect only the significant or relevant outcomes of the plans, where relevance is determined by the planner’s queries about the resulting world state.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-024.pdf,
24,1990,Planning,Synthesis of Reactive Plans for Multi-Path Environments,F. Kabanza,We describe a planner that works on the description of a multi-path environment and generates a conditional plan. The resulting plan is guaranteed to fulfill its goal whatever path of the description the environment follows during the plan execution.,https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-025.pdf,
25,1990,Planning,Mapping and Retrieval During Plan Reuse: A Validation Structure Based Approach,Subbarao Kambhampati,"Effective mapping and retrieval are important issues in successful deployment of plan reuse strategies. In this paper we present a domain independent strategy for ranking a set of plausible reuse candidates in the order of cost of modifying them to solve a new planning problem. The cost of modification is estimated by measuring the amount of disturbance caused to the validation structure of a reuse candidate if it were to be reused in the new problem situation. This strategy is more informed than the typical feature based retrieval strategies, and is more efficient than the methods which require partial knowledge of the nature of the plan for the new problem situation to guide the retrieval process. We discuss the implementation of this retrieval strategy in PRIAR, a framework for flexible reuse and modification in hierarchical planning.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-026.pdf,
26,1990,Planning,A Theory of Plan Modification,Subbarao Kambhampati,"We present a theory of plan modification applicable to hierarchical nonlinear planning. Our theory utilizes the validation structure of the stored plans to yield a flexible and conservative plan modification framework The validation structure, which constitutes a hierarchical explanation of correctness of the plan with respect to the planner’s own knowledge of the domain, is annotated on the plan as a byproduct of initial planning. Plan modification is characterized as a process of removing inconsistencies in the validation structure of a plan when it is being reused in a new (changed) planning situation. The repair of these inconsistencies involves removing unnecessary parts of the plan and adding new non-primitive tasks to the plan to establish missing or failing validations. The resultant partially reduced plan (with a consistent validation structure) is sent to the planner for complete reduction. We discuss the development of this theory in PMAR system, and characterize its completeness, coverage, efficiency and limitations.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-027.pdf,
27,1990,Planning,Introducing the Tileworld: Experimentally Evaluating Agent Architectures,"Martha E. Pollack, Marc Ringuette","We describe a system called Tileworld, which consists of a simulated robot agent and a simulated environment which is both dynamic and unpredictable. Both the agent and the environment are highly parameterized, enabling one to control certain characteristics of each. We can thus experimentally investigate the behavior of various meta-level reasoning strategies by tuning the parameters of the agent, and can assess the success of alternative strategies in different environments by tuning the environmental parameters. Our hypothesis is that the appropriateness of a particular meta-level reasoning strategy will depend in large part upon the characteristics of the environment in which the agent incorporating that strategy is situated. We describe our initial experiments using Tileworld, in which we have been evaluating a version of the meta-level reasoning strategy proposed in earlier work by one of the authors [Bratman et al., 1988].",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-028.pdf,
28,1990,Planning,Getting Serious about Parsing Plans: A Grammatical Analysis of Plan Recognition,Marc Vilain,"This paper is concerned with making precise the notion that recognizing plans is much like parsing text. To this end, it establishes a correspondence between Kautz' plan recognition formalism and existing grammatical frameworks. This mapping helps isolate subsets of Kautz' formalism in which plan recognition can be efficiently performed by parsing.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-029.pdf,
29,1990,Planning,The STRIPS Assumption for Planning Under Uncertainty,Michael P. Wellman,"The virtue of the STRIPS assumption for planning is that it bounds the information relevant to determining the effects of actions. Viewing the ""assumption"" as a statement about beliefs, we find that it does not actually assume anything about the world itself. We can characterize the assertion about beliefs in terms of probabilistic independence, thereby facilitating analysis of representations for planning under uncertainty. This interpretation separates the STRIPS assumption from other necessary features of a planning architecture, such as its model of persistence and its inferential policies. By isolating these factors, we can understand the role of dependence across a wide range of planners and action representations. Graphical models of dependence developed for probabilistic analysis provide a convenient tool for verifying the STRIPS assumption for a variety of planning systems. Investigation of a few representative systems reveals a Markovian event structure common to these planning models.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-030.pdf,
30,1990,Planning,"ABTWEAK: Abstracting a Nonlinear, Least Commitment Planner","Qiang Yang, Josh D. Tenenberg","We present the system ABTWEAK, which extends the precondition-elimination abstraction of ABSTRIPS to hierarchical planners using the non-linear plan representation as defined in TWEAK. We show that ABTWEAK satisfies the monotonic property, whereby the existence of a lowest level solution II implies the existence of a highest level solution that is structurally similar to II. This property enables one to prune a considerable amount of the search space without loss of completeness.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-031.pdf,
31,1990,Search,Search Lessons Learned from Crossword Puzzles,"Matthew L. Ginsberg, Michael Frank, Michael P. Halpin, Mark C. Torrance","The construction of a program that generates crossword puzzles is discussed. As in a recent paper by Dechter and Meiri, we make an experimental comparison of various search techniques. The conclusions to which we come differ from theirs in some areas - although we agree that directional arc consistency is better than path-consistency or other forms of lookahead, and that backjumping is to be preferred to backtracking, we disagree in that we believe dynamic ordering of the constraints to be necessary in the solution of more difficult problems.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-032.pdf,
32,1990,Search,Iterative Broadening,"Matthew L. Ginsberg, William D. Harvey","Conventional blind search techniques generally assume that the goal nodes for a given problem are distributed randomly along the fringe of the search tree. We argue that this is often invalid in practice, suggest that a more reasonable assumption is that decisions made at each point in the search carry equal weight, and show that a new search technique that we call iterative broadening leads to orders-of-magnitude savings in the time needed to search a space satisfying this assumption. Both theoretical and experimental results are presented .",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-033.pdf,
33,1990,Search,Path-Focused Duplication: A Search Procedure for General Matings,Sunil Issar,"The mating paradigm for automated theorem provers was proposed by Andrews to avoid some of the shortcomings in resolution. It facilitates automated deduction in higher-order and non-classical logics. Moreover, there are procedures which translate back and forth between refutations by the mating method and proofs in a natural deduction system. We describe a search procedure, called path-focused duplication, for finding refutations by the mating method. This procedure, which is a complete strategy for the mating method, addresses two crucial issues (inadequately handled in current implementations) that arise in the search for refutations: when and how to expand the search space. It focuses on a particular path that seems to cause an impasse in the search and expands the search space relative to this path in a way that allows the search to immediately resolve the impasse. The search space grows and shrinks dynamically to respond to the requirements that have arisen or have been met in the search process, thus avoiding an explosion in the size of the search space. We have implemented a prototype of this procedure and have been able to easily solve many problems that an earlier program found difficult.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-034.pdf,
34,1990,Search,Consistent Linear Speedups to a First Solution in Parallel State-Space Search,"Vikram A. Saletore, L.V. Kalé","Consider the problem of exploring a large state-space for a goal state. Although many such states may exist, finding any one state satisfying the requirements is sufficient. All methods known until now for conducting such search in parallel fail to provide consistent linear speedups over sequential execution. The speedups vary between sublinear to superlinear and from run to run. Further, adding processors may sometimes lead to a slow-down rather than speedup, giving rise to speedup anomalies. We present prioritizing strategies which yield consistent linear speedups and requires substantially smaller memory over other methods. The performance of these strategies is demonstrated on a multiprocessor.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-035.pdf,
35,1990,"TheoremProving and Program Synthesis",Inductive Synthesis of Equational Programs,"Nachum Dershowitz, Eli Pinchover","An equational approach to the synthesis of functional and logic programs is taken. Typically, a target program contains equations that are only true in the standard model of the given domain rules. To synthesize such programs, induction is necessary. We propose heuristics for generalizing from a sequence of deductive consequences. These are combined with rewrite-based methods of inductive proof to derive provably correct programs.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-036.pdf,
36,1990,"TheoremProving and Program Synthesis",Mechanizing Inductive Reasoning,"Emmanuel Kounalis, Michael Rusinowitch","Automating proofs by induction is important in many computer science and artificial intelligence applications, in particular in program verification and specification systems. We present a new method to prove (and disprove) automatically inductive properties. Given a set of axioms, a well-suited induction scheme is constructed automatically. We call such a scheme a test-set. Then, for proving a property, we just instantiate it with terms from the test-set and apply pure algebraic simplification to the result. This method avoids completion and explicit induction. However it retains their positive features, namely the completeness of the former and the robustness of the latter.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-037.pdf,
37,1990,"TheoremProving and Program Synthesis",Skolem Functions and Equality in Automated Deduction,William McCune,"We present a strategy for restricting the application of the inference rule paramodulation. The strategy applies to problems in first-order logic with equality and is designed to prevent paramodulation into subterms of Skolem expressions. A weak completeness result is presented (the functional reflexive axioms are assumed). Experimental results on problems in set theory, combinatory logic, Tarski geometry, and algebra show that the strategy can be useful when searching for refutations and when applying Knuth-Bendix completion. The emphasis of the paper is on the effectiveness of the strategy rather than on its completeness.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-038.pdf,
38,1990,"TheoremProving and Program Synthesis",Automatically Generating Universal Attachments Through Compilation,Karen L. Myers,"Universal attachment is a general-purpose mechanism for integrating diverse representation structures and their associated inference programs into a framework built on logical representations and theorem proving. The integration is achieved by links, referred to as universal attachments, that connect logical expressions to these structures and programs. In this paper, we describe a compilation-based method for automatically generating new programs and new universal attachments to those programs given a base set of existing programs and universal attachments. The generation method provides the means to obtain large collections of attachments and attached programs without the traditional specification overhead. As well, the method simplifies the task of validating that a collection of attachments is correct.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-039.pdf,
39,1990,"TheoremProving and Program Synthesis",Solving Term Inequalities,Gerald E Peterson,"This work pertains to the Knuth-Bendix (KB) algorithm which tries to find a complete set of reductions from a given set of equations. In the KB algorithm a term ordering is employed and it is required that every equation be orientable in the sense that the left-hand side be greater than the right. The KB algorithm halts if a non-orientable equation is produced. A generalization of the KB algorithm has recently been developed in which every equation is orientable and which halts only when a complete set is generated. In the generalization a constraint is added to each equation. The constraint governs when the equation can be used as a reduction. The constraint is obtained from the equation by ""solving"" the term inequality left-hand side > right-hand side. To understand what it means to solve a term inequality, consider the analogy with algebra in which solving term equalities, i.e. unification, is analogous to solving algebraic equalities. Then solving term inequalities is analogous to solving algebraic inequalities. Thus, the solution of term inequalities relates to unification as the solution of algebraic inequalities relates to the solution of algebraic equalities. We show how to solve term inequalities when using the lexicographic path ordering.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-040.pdf,
40,1990,"TruthMaintenance Systems",Exploiting Locality in a TMS,Johan de Kleer,"This paper presents a new approach for exploiting Truth Maintenance Systems(TMSs) which makes them simpler to use without necessarily incurring a substantial performance penalty. The basic intuition behind this approach is to convey the locality of the knowledge representation of the problem solver to the TMS. The TMS then uses this locality information to control and restrict its inferences. The new TMSs accept arbitrary propositional formulae as input and use general Boolean Constraint Propagation(BCP) t o answer queries about whether a particular literal follows from the formulae. Our TMS exploits the observation that if the set of propositional formulae are converted to their prime implicates, then BCP is both efficient and logically complete. This observation allows the problem solver to influence the degree of completeness of the TMS by controlling how many implicates are constructed. This control is exerted by using the locality in the original task to guide which combinations of formulae should be reduced to their prime implicates. This approach has been implemented and tested both within Assumption-Based Truth Maintenance Systems and Logic-Based Truth Maintenance Systems.",https://aaai.org/Library/AAAI/1990/../../../Papers/AAAI/1990/AAAI90-041.pdf,
